"CensoPorModalidad","IdMarea","CodigoCFR","Nombre","PuertoBase","Eslora","Peso_DO","Peso_NV"
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190519224932","ESP000005948","Illa da Creva","Marin",20.02,934.1,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190522140803","ESP000005948","Illa da Creva","Marin",20.02,662.4,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190527044836","ESP000005948","Illa da Creva","Marin",20.02,978.7,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190529005226","ESP000005948","Illa da Creva","Marin",20.02,1869.5,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190603052426","ESP000005948","Illa da Creva","Marin",20.02,1516.2,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190610040016","ESP000005948","Illa da Creva","Marin",20.02,645.5,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190612113122","ESP000005948","Illa da Creva","Marin",20.02,529,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190614094213","ESP000005948","Illa da Creva","Marin",20.02,70,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190616213422","ESP000005948","Illa da Creva","Marin",20.02,814.6,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190618194307","ESP000005948","Illa da Creva","Marin",20.02,1276.3,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190722025042","ESP000005948","Illa da Creva","Marin",20.02,581,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190724231422","ESP000005948","Illa da Creva","Marin",20.02,257,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190731011454","ESP000005948","Illa da Creva","Marin",20.02,38.5,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190801232015","ESP000005948","Illa da Creva","Marin",20.02,648,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190805012954","ESP000005948","Illa da Creva","Marin",20.02,1149.5,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190807200337","ESP000005948","Illa da Creva","Marin",20.02,639,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190814004544","ESP000005948","Illa da Creva","Marin",20.02,927,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190816174638","ESP000005948","Illa da Creva","Marin",20.02,1078,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190819000135","ESP000005948","Illa da Creva","Marin",20.02,1489,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190821025816","ESP000005948","Illa da Creva","Marin",20.02,922,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190826014816","ESP000005948","Illa da Creva","Marin",20.02,435,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190827221007","ESP000005948","Illa da Creva","Marin",20.02,366,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190831010715","ESP000005948","Illa da Creva","Marin",20.02,2397.6,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190902060047","ESP000005948","Illa da Creva","Marin",20.02,771,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190904010612","ESP000005948","Illa da Creva","Marin",20.02,860,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190911010228","ESP000005948","Illa da Creva","Marin",20.02,618,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190913040754","ESP000005948","Illa da Creva","Marin",20.02,1393,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190916043446","ESP000005948","Illa da Creva","Marin",20.02,612,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190917230940","ESP000005948","Illa da Creva","Marin",20.02,51,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190919075130","ESP000005948","Illa da Creva","Marin",20.02,344,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190925021722","ESP000005948","Illa da Creva","Marin",20.02,380,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820190926085120","ESP000005948","Illa da Creva","Marin",20.02,341,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191205042349","ESP000005948","Illa da Creva","Marin",20.02,727,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191207011030","ESP000005948","Illa da Creva","Marin",20.02,858,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191210030155","ESP000005948","Illa da Creva","Marin",20.02,266,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191211001315","ESP000005948","Illa da Creva","Marin",20.02,315,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191216070014","ESP000005948","Illa da Creva","Marin",20.02,447,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191217050903","ESP000005948","Illa da Creva","Marin",20.02,479,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191217231552","ESP000005948","Illa da Creva","Marin",20.02,746,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191219012808","ESP000005948","Illa da Creva","Marin",20.02,565,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191220043440","ESP000005948","Illa da Creva","Marin",20.02,553,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191220202352","ESP000005948","Illa da Creva","Marin",20.02,186,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191226055725","ESP000005948","Illa da Creva","Marin",20.02,508,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191227190630","ESP000005948","Illa da Creva","Marin",20.02,923,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-00594820191230081906","ESP000005948","Illa da Creva","Marin",20.02,324,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120181227010108","ESP000023061","Gaztelugatxe","Ondarroa",26,NA,5815.1
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190101230733","ESP000023061","Gaztelugatxe","Ondarroa",26,2374,2374
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190103000645","ESP000023061","Gaztelugatxe","Ondarroa",26,544,544.4
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190103215150","ESP000023061","Gaztelugatxe","Ondarroa",26,8337,8337
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190106230454","ESP000023061","Gaztelugatxe","Ondarroa",26,2145,2145
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190108222717","ESP000023061","Gaztelugatxe","Ondarroa",26,1278,1278
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190111230601","ESP000023061","Gaztelugatxe","Ondarroa",26,3890,3860
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190114003204","ESP000023061","Gaztelugatxe","Ondarroa",26,568,567.1
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190115222641","ESP000023061","Gaztelugatxe","Ondarroa",26,891,891
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190118230254","ESP000023061","Gaztelugatxe","Ondarroa",26,2718.27,2731.1
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190121002520","ESP000023061","Gaztelugatxe","Ondarroa",26,452,452
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190121233125","ESP000023061","Gaztelugatxe","Ondarroa",26,305,305.1
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190124143120","ESP000023061","Gaztelugatxe","Ondarroa",26,1177,1177
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190129025651","ESP000023061","Gaztelugatxe","Ondarroa",26,453,453
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190130072943","ESP000023061","Gaztelugatxe","Ondarroa",26,1480,1480
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190203222629","ESP000023061","Gaztelugatxe","Ondarroa",26,849,849
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190205235942","ESP000023061","Gaztelugatxe","Ondarroa",26,473,473
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190207050633","ESP000023061","Gaztelugatxe","Ondarroa",26,1396.06,1380.9
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190211010808","ESP000023061","Gaztelugatxe","Ondarroa",26,856,856
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190213012740","ESP000023061","Gaztelugatxe","Ondarroa",26,225,225
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190216022911","ESP000023061","Gaztelugatxe","Ondarroa",26,1285,1285
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190218005519","ESP000023061","Gaztelugatxe","Ondarroa",26,100,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190218171418","ESP000023061","Gaztelugatxe","Ondarroa",26,506,606
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190222230255","ESP000023061","Gaztelugatxe","Ondarroa",26,489,489
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190224234416","ESP000023061","Gaztelugatxe","Ondarroa",26,490,490
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190227003348","ESP000023061","Gaztelugatxe","Ondarroa",26,311,311
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190301231046","ESP000023061","Gaztelugatxe","Ondarroa",26,1696,1696
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190304020419","ESP000023061","Gaztelugatxe","Ondarroa",26,174,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190304154816","ESP000023061","Gaztelugatxe","Ondarroa",26,1103,1277
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190305235200","ESP000023061","Gaztelugatxe","Ondarroa",26,311,311
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190308211313","ESP000023061","Gaztelugatxe","Ondarroa",26,9075,9075
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190310012404","ESP000023061","Gaztelugatxe","Ondarroa",26,5630,5630
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190311000616","ESP000023061","Gaztelugatxe","Ondarroa",26,2665,2665
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190311231912","ESP000023061","Gaztelugatxe","Ondarroa",26,6654,6654
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190314230237","ESP000023061","Gaztelugatxe","Ondarroa",26,6930,6948
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190318005141","ESP000023061","Gaztelugatxe","Ondarroa",26,6566,6566
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190319004728","ESP000023061","Gaztelugatxe","Ondarroa",26,5319.25,5321.7
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190320000606","ESP000023061","Gaztelugatxe","Ondarroa",26,1119,1119
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190322215341","ESP000023061","Gaztelugatxe","Ondarroa",26,8961,8961
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190325012823","ESP000023061","Gaztelugatxe","Ondarroa",26,1184,1178
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190325233630","ESP000023061","Gaztelugatxe","Ondarroa",26,1808,1880
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190327002135","ESP000023061","Gaztelugatxe","Ondarroa",26,1666,1666
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190329232827","ESP000023061","Gaztelugatxe","Ondarroa",26,8971,8971
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190401034812","ESP000023061","Gaztelugatxe","Ondarroa",26,4830,4830
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190402013606","ESP000023061","Gaztelugatxe","Ondarroa",26,2987,2965
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190402202235","ESP000023061","Gaztelugatxe","Ondarroa",26,516,516
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190405090227","ESP000023061","Gaztelugatxe","Ondarroa",26,4818,4818
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190408000824","ESP000023061","Gaztelugatxe","Ondarroa",26,3747,3747
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190409001841","ESP000023061","Gaztelugatxe","Ondarroa",26,2315,2315
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190409222245","ESP000023061","Gaztelugatxe","Ondarroa",26,2691,2691
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190412221543","ESP000023061","Gaztelugatxe","Ondarroa",26,4721,4721
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190415015433","ESP000023061","Gaztelugatxe","Ondarroa",26,1972,1972
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190418142234","ESP000023061","Gaztelugatxe","Ondarroa",26,4361,4361
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190420031600","ESP000023061","Gaztelugatxe","Ondarroa",26,3971,3971
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190422013448","ESP000023061","Gaztelugatxe","Ondarroa",26,2081,2027
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190422234533","ESP000023061","Gaztelugatxe","Ondarroa",26,2425,2425
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190423234005","ESP000023061","Gaztelugatxe","Ondarroa",26,2582,2583.1
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190426221511","ESP000023061","Gaztelugatxe","Ondarroa",26,2731,2731
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190429002420","ESP000023061","Gaztelugatxe","Ondarroa",26,480,480
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190429232353","ESP000023061","Gaztelugatxe","Ondarroa",26,702,702
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190430233806","ESP000023061","Gaztelugatxe","Ondarroa",26,2501,2505.2
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190503222415","ESP000023061","Gaztelugatxe","Ondarroa",26,5703,4356
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190506012624","ESP000023061","Gaztelugatxe","Ondarroa",26,2756,2756
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190506235843","ESP000023061","Gaztelugatxe","Ondarroa",26,668,668
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190508002050","ESP000023061","Gaztelugatxe","Ondarroa",26,2535,2535
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190510220619","ESP000023061","Gaztelugatxe","Ondarroa",26,4024,4026
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190513012814","ESP000023061","Gaztelugatxe","Ondarroa",26,4717.28,4712.5
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190513230120","ESP000023061","Gaztelugatxe","Ondarroa",26,2530,2530
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190514234515","ESP000023061","Gaztelugatxe","Ondarroa",26,1003,1003
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190519214128","ESP000023061","Gaztelugatxe","Ondarroa",26,2463,2463
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190520233128","ESP000023061","Gaztelugatxe","Ondarroa",26,1612,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190522013749","ESP000023061","Gaztelugatxe","Ondarroa",26,1559,3171
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190522232855","ESP000023061","Gaztelugatxe","Ondarroa",26,841,841
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190523231533","ESP000023061","Gaztelugatxe","Ondarroa",26,3558,3557.8
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190527033810","ESP000023061","Gaztelugatxe","Ondarroa",26,1035,1035
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190528011217","ESP000023061","Gaztelugatxe","Ondarroa",26,1714,1714
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190528233010","ESP000023061","Gaztelugatxe","Ondarroa",26,1437,1437
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190531221347","ESP000023061","Gaztelugatxe","Ondarroa",26,4722,4727
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190603001157","ESP000023061","Gaztelugatxe","Ondarroa",26,2281,2281
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190603230904","ESP000023061","Gaztelugatxe","Ondarroa",26,1407,1407
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190604235344","ESP000023061","Gaztelugatxe","Ondarroa",26,734,734
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190607221848","ESP000023061","Gaztelugatxe","Ondarroa",26,5076,5076
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190610001433","ESP000023061","Gaztelugatxe","Ondarroa",26,1027,1027
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190610233821","ESP000023061","Gaztelugatxe","Ondarroa",26,605,605
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190612030108","ESP000023061","Gaztelugatxe","Ondarroa",26,515,515
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190614223356","ESP000023061","Gaztelugatxe","Ondarroa",26,3681,3681
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190617012111","ESP000023061","Gaztelugatxe","Ondarroa",26,156,156
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190617234455","ESP000023061","Gaztelugatxe","Ondarroa",26,543,543
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190618224311","ESP000023061","Gaztelugatxe","Ondarroa",26,478,478
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190621222100","ESP000023061","Gaztelugatxe","Ondarroa",26,602,602
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190624000558","ESP000023061","Gaztelugatxe","Ondarroa",26,2695,2663
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190624225546","ESP000023061","Gaztelugatxe","Ondarroa",26,4728,4728
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190628222310","ESP000023061","Gaztelugatxe","Ondarroa",26,6932,6932
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190701005229","ESP000023061","Gaztelugatxe","Ondarroa",26,277,277
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190701231057","ESP000023061","Gaztelugatxe","Ondarroa",26,172,172
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190830222035","ESP000023061","Gaztelugatxe","Ondarroa",26,1259.54,1259
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190901234056","ESP000023061","Gaztelugatxe","Ondarroa",26,172,172
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190902221600","ESP000023061","Gaztelugatxe","Ondarroa",26,232,231.9
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190903222600","ESP000023061","Gaztelugatxe","Ondarroa",26,460,460
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190906220929","ESP000023061","Gaztelugatxe","Ondarroa",26,3338,3338
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190908230502","ESP000023061","Gaztelugatxe","Ondarroa",26,585,585
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190909233941","ESP000023061","Gaztelugatxe","Ondarroa",26,166,166
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190910225040","ESP000023061","Gaztelugatxe","Ondarroa",26,624,624
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190913220557","ESP000023061","Gaztelugatxe","Ondarroa",26,792,792
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190916001932","ESP000023061","Gaztelugatxe","Ondarroa",26,515,515
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190916225509","ESP000023061","Gaztelugatxe","Ondarroa",26,2826,2826
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190917232837","ESP000023061","Gaztelugatxe","Ondarroa",26,2193,2172
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190920215706","ESP000023061","Gaztelugatxe","Ondarroa",26,933,933
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190923014422","ESP000023061","Gaztelugatxe","Ondarroa",26,1962,1962
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190924235853","ESP000023061","Gaztelugatxe","Ondarroa",26,909.46,901
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190927221648","ESP000023061","Gaztelugatxe","Ondarroa",26,5058.32,5054.1
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190929230625","ESP000023061","Gaztelugatxe","Ondarroa",26,755.32,751
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120190930224658","ESP000023061","Gaztelugatxe","Ondarroa",26,1614.5,1610
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191001225355","ESP000023061","Gaztelugatxe","Ondarroa",26,819,819
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191004222257","ESP000023061","Gaztelugatxe","Ondarroa",26,3864,3864.7
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191006230721","ESP000023061","Gaztelugatxe","Ondarroa",26,1675,1675
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191007223956","ESP000023061","Gaztelugatxe","Ondarroa",26,603.62,602
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191008225149","ESP000023061","Gaztelugatxe","Ondarroa",26,918,918.2
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191011221814","ESP000023061","Gaztelugatxe","Ondarroa",26,1125,1125
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191013234405","ESP000023061","Gaztelugatxe","Ondarroa",26,902,902
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191015034455","ESP000023061","Gaztelugatxe","Ondarroa",26,2399,2399
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191018221610","ESP000023061","Gaztelugatxe","Ondarroa",26,1230,1230
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191020232038","ESP000023061","Gaztelugatxe","Ondarroa",26,689,689
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191022012521","ESP000023061","Gaztelugatxe","Ondarroa",26,1834,1834
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191025220930","ESP000023061","Gaztelugatxe","Ondarroa",26,2664,2686
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191027235844","ESP000023061","Gaztelugatxe","Ondarroa",26,2866,2866
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191031230926","ESP000023061","Gaztelugatxe","Ondarroa",26,3052,2976
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191106041339","ESP000023061","Gaztelugatxe","Ondarroa",26,1169,1184
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191109042140","ESP000023061","Gaztelugatxe","Ondarroa",26,2113.78,2101
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191110041728","ESP000023061","Gaztelugatxe","Ondarroa",26,1188,1187.9
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191111003533","ESP000023061","Gaztelugatxe","Ondarroa",26,2019.14,2015.1
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191111231910","ESP000023061","Gaztelugatxe","Ondarroa",26,2156.14,2152
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191112234000","ESP000023061","Gaztelugatxe","Ondarroa",26,1464.92,1457
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191115233944","ESP000023061","Gaztelugatxe","Ondarroa",26,2307,2307
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191117042000","ESP000023061","Gaztelugatxe","Ondarroa",26,369,NA
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191118005321","ESP000023061","Gaztelugatxe","Ondarroa",26,687,1048
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191118163608","ESP000023061","Gaztelugatxe","Ondarroa",26,1600,1600
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191119232353","ESP000023061","Gaztelugatxe","Ondarroa",26,1165,1165
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191124043911","ESP000023061","Gaztelugatxe","Ondarroa",26,649,649
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191124232740","ESP000023061","Gaztelugatxe","Ondarroa",26,3446,3445.1
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191126233418","ESP000023061","Gaztelugatxe","Ondarroa",26,1078,1078
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191129225725","ESP000023061","Gaztelugatxe","Ondarroa",26,3703,3703
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191202012006","ESP000023061","Gaztelugatxe","Ondarroa",26,1084,1084
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191202224935","ESP000023061","Gaztelugatxe","Ondarroa",26,1311,1311
"ARRASTRE DE FONDO EN CANTABRICO NW","ESP-TRP-02306120191205232333","ESP000023061","Gaztelugatxe","Ondarroa",26,3138,3119
