"CensoPorModalidad","IdMarea","CodigoCFR","Nombre","PuertoBase","Eslora","Peso_DO","Peso_NV"
"ARTES MENORES EN CANTABRICO NW","ESP-13703609","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,2097,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703610","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,1268,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703611","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,2803,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703612","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,278,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703613","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,93.4,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703614","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,119.86,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703615","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,54.48,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703616","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,96,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703617","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,174.53,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703618","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,163.7,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703619","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,234.24,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703620","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,216.4,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703621","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,119.26,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703622","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,175.77,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703623","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,142.32,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703624","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,76.07,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703625","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,88.8,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703626","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,81.38,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703627","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,96.74,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703628","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,88.45,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703629","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,59.69,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703630","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,326.14,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703631","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,352.79,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703632","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,292.71,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703633","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,335.48,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703634","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,221.1,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703635","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,238.37,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703636","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,229.7,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703637","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,247.82,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703638","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,99.8,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703639","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,176.67,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703640","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,75.97,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703641","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,119.88,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703642","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,273.3,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703643","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,1042,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703644","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,1022,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703645","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,1571,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703646","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,1419,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703647","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,1759,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703648","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,247,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703649","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,227,NA
"ARTES MENORES EN CANTABRICO NW","ESP-13703650","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,81.34,NA
"ARTES MENORES EN CANTABRICO NW","ESP13494926","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,137.3
"ARTES MENORES EN CANTABRICO NW","ESP13494927","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,131
"ARTES MENORES EN CANTABRICO NW","ESP13494928","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,136.8
"ARTES MENORES EN CANTABRICO NW","ESP13494929","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,149.2
"ARTES MENORES EN CANTABRICO NW","ESP13494930","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,184.2
"ARTES MENORES EN CANTABRICO NW","ESP13494931","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,125.7
"ARTES MENORES EN CANTABRICO NW","ESP13494932","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,103.3
"ARTES MENORES EN CANTABRICO NW","ESP13494933","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,43.1
"ARTES MENORES EN CANTABRICO NW","ESP13494934","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,159.5
"ARTES MENORES EN CANTABRICO NW","ESP13494935","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,64.3
"ARTES MENORES EN CANTABRICO NW","ESP13494936","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,109.4
"ARTES MENORES EN CANTABRICO NW","ESP13494937","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,78.5
"ARTES MENORES EN CANTABRICO NW","ESP13494938","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,89.6
"ARTES MENORES EN CANTABRICO NW","ESP13494939","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,59.8
"ARTES MENORES EN CANTABRICO NW","ESP13494940","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,94.4
"ARTES MENORES EN CANTABRICO NW","ESP13494941","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,82.6
"ARTES MENORES EN CANTABRICO NW","ESP13494942","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,265.8
"ARTES MENORES EN CANTABRICO NW","ESP13494944","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,42.2
"ARTES MENORES EN CANTABRICO NW","ESP13494945","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,90.4
"ARTES MENORES EN CANTABRICO NW","ESP13494946","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,203.8
"ARTES MENORES EN CANTABRICO NW","ESP13494947","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,196.4
"ARTES MENORES EN CANTABRICO NW","ESP13494948","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,144.5
"ARTES MENORES EN CANTABRICO NW","ESP13703582","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,36.2
"ARTES MENORES EN CANTABRICO NW","ESP13703583","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,35.7
"ARTES MENORES EN CANTABRICO NW","ESP13703584","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,124
"ARTES MENORES EN CANTABRICO NW","ESP13703585","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,111.7
"ARTES MENORES EN CANTABRICO NW","ESP13703586","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,87.5
"ARTES MENORES EN CANTABRICO NW","ESP13703587","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,94.1
"ARTES MENORES EN CANTABRICO NW","ESP13703588","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,110.3
"ARTES MENORES EN CANTABRICO NW","ESP13703589","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,67.9
"ARTES MENORES EN CANTABRICO NW","ESP13703590","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,102.7
"ARTES MENORES EN CANTABRICO NW","ESP13703591","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,25.9
"ARTES MENORES EN CANTABRICO NW","ESP13703592","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,87.1
"ARTES MENORES EN CANTABRICO NW","ESP13703593","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,91.3
"ARTES MENORES EN CANTABRICO NW","ESP13703594","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,57.7
"ARTES MENORES EN CANTABRICO NW","ESP13703595","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,94.5
"ARTES MENORES EN CANTABRICO NW","ESP13703596","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,70.8
"ARTES MENORES EN CANTABRICO NW","ESP13703597","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,112.1
"ARTES MENORES EN CANTABRICO NW","ESP13703598","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,506
"ARTES MENORES EN CANTABRICO NW","ESP13703599","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,442
"ARTES MENORES EN CANTABRICO NW","ESP13703600","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,225
"ARTES MENORES EN CANTABRICO NW","ESP13703601","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,101
"ARTES MENORES EN CANTABRICO NW","ESP13703602","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,908
"ARTES MENORES EN CANTABRICO NW","ESP13703603","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,190
"ARTES MENORES EN CANTABRICO NW","ESP13703604","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,907
"ARTES MENORES EN CANTABRICO NW","ESP13703605","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,4018
"ARTES MENORES EN CANTABRICO NW","ESP13703606","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,2570
"ARTES MENORES EN CANTABRICO NW","ESP13703607","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,2603
"ARTES MENORES EN CANTABRICO NW","ESP13703608","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,2661
"ARTES MENORES EN CANTABRICO NW","ESP13703609","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,2097
"ARTES MENORES EN CANTABRICO NW","ESP13703610","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,1268
"ARTES MENORES EN CANTABRICO NW","ESP13703611","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,2803
"ARTES MENORES EN CANTABRICO NW","ESP13703612","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,278
"ARTES MENORES EN CANTABRICO NW","ESP13703613","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,85.9
"ARTES MENORES EN CANTABRICO NW","ESP13703614","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,110
"ARTES MENORES EN CANTABRICO NW","ESP13703615","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,50.5
"ARTES MENORES EN CANTABRICO NW","ESP13703616","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,99.9
"ARTES MENORES EN CANTABRICO NW","ESP13703617","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,173.6
"ARTES MENORES EN CANTABRICO NW","ESP13703618","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,165.3
"ARTES MENORES EN CANTABRICO NW","ESP13703619","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,215.2
"ARTES MENORES EN CANTABRICO NW","ESP13703620","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,198.8
"ARTES MENORES EN CANTABRICO NW","ESP13703621","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,111.2
"ARTES MENORES EN CANTABRICO NW","ESP13703622","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,161
"ARTES MENORES EN CANTABRICO NW","ESP13703623","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,131.4
"ARTES MENORES EN CANTABRICO NW","ESP13703624","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,70.9
"ARTES MENORES EN CANTABRICO NW","ESP13703625","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,83.3
"ARTES MENORES EN CANTABRICO NW","ESP13703626","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,75
"ARTES MENORES EN CANTABRICO NW","ESP13703627","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,89.8
"ARTES MENORES EN CANTABRICO NW","ESP13703628","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,82.1
"ARTES MENORES EN CANTABRICO NW","ESP13703629","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,58.4
"ARTES MENORES EN CANTABRICO NW","ESP13703630","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,298.4
"ARTES MENORES EN CANTABRICO NW","ESP13703631","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,323.6
"ARTES MENORES EN CANTABRICO NW","ESP13703632","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,284.7
"ARTES MENORES EN CANTABRICO NW","ESP13703633","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,318.8
"ARTES MENORES EN CANTABRICO NW","ESP13703634","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,223.3
"ARTES MENORES EN CANTABRICO NW","ESP13703635","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,217.7
"ARTES MENORES EN CANTABRICO NW","ESP13703636","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,210.5
"ARTES MENORES EN CANTABRICO NW","ESP13703637","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,230.1
"ARTES MENORES EN CANTABRICO NW","ESP13703638","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,93
"ARTES MENORES EN CANTABRICO NW","ESP13703639","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,166.9
"ARTES MENORES EN CANTABRICO NW","ESP13703640","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,70.4
"ARTES MENORES EN CANTABRICO NW","ESP13703641","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,109.8
"ARTES MENORES EN CANTABRICO NW","ESP13703643","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,1052.4
"ARTES MENORES EN CANTABRICO NW","ESP13703644","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,1022
"ARTES MENORES EN CANTABRICO NW","ESP13703645","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,1558.1
"ARTES MENORES EN CANTABRICO NW","ESP13703646","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,1416.4
"ARTES MENORES EN CANTABRICO NW","ESP13703647","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,1763
"ARTES MENORES EN CANTABRICO NW","ESP13703648","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,247.2
"ARTES MENORES EN CANTABRICO NW","ESP13703649","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,227
"ARTES MENORES EN CANTABRICO NW","ESP13703650","ESP000024501","Garrintxo eta Zomorro (ex Nuevo Venus)","Pasaia",14.8,NA,75.2
"ARTES MENORES EN CANTABRICO NW","43671_2019-02-18","ESP000024541","Mari Errota","Lekeitio",7.92,9,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-02-19","ESP000024541","Mari Errota","Lekeitio",7.92,13,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-02-20","ESP000024541","Mari Errota","Lekeitio",7.92,16,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-02-21","ESP000024541","Mari Errota","Lekeitio",7.92,7,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-02-22","ESP000024541","Mari Errota","Lekeitio",7.92,11,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-02-26","ESP000024541","Mari Errota","Lekeitio",7.92,18,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-02-27","ESP000024541","Mari Errota","Lekeitio",7.92,22,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-11","ESP000024541","Mari Errota","Lekeitio",7.92,589,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-12","ESP000024541","Mari Errota","Lekeitio",7.92,402,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-15","ESP000024541","Mari Errota","Lekeitio",7.92,540,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-18","ESP000024541","Mari Errota","Lekeitio",7.92,554,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-19","ESP000024541","Mari Errota","Lekeitio",7.92,622,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-20","ESP000024541","Mari Errota","Lekeitio",7.92,142,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-21","ESP000024541","Mari Errota","Lekeitio",7.92,597,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-22","ESP000024541","Mari Errota","Lekeitio",7.92,836,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-25","ESP000024541","Mari Errota","Lekeitio",7.92,211,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-27","ESP000024541","Mari Errota","Lekeitio",7.92,441,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-03-29","ESP000024541","Mari Errota","Lekeitio",7.92,605,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-02","ESP000024541","Mari Errota","Lekeitio",7.92,719,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-05","ESP000024541","Mari Errota","Lekeitio",7.92,1007,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-08","ESP000024541","Mari Errota","Lekeitio",7.92,931,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-09","ESP000024541","Mari Errota","Lekeitio",7.92,859,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-10","ESP000024541","Mari Errota","Lekeitio",7.92,414,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-12","ESP000024541","Mari Errota","Lekeitio",7.92,467,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-15","ESP000024541","Mari Errota","Lekeitio",7.92,391,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-23","ESP000024541","Mari Errota","Lekeitio",7.92,24,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-24","ESP000024541","Mari Errota","Lekeitio",7.92,18,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-25","ESP000024541","Mari Errota","Lekeitio",7.92,14,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-26","ESP000024541","Mari Errota","Lekeitio",7.92,28,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-29","ESP000024541","Mari Errota","Lekeitio",7.92,19,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-04-30","ESP000024541","Mari Errota","Lekeitio",7.92,34,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-02","ESP000024541","Mari Errota","Lekeitio",7.92,14,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-03","ESP000024541","Mari Errota","Lekeitio",7.92,24,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-06","ESP000024541","Mari Errota","Lekeitio",7.92,18,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-07","ESP000024541","Mari Errota","Lekeitio",7.92,31,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-10","ESP000024541","Mari Errota","Lekeitio",7.92,19,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-13","ESP000024541","Mari Errota","Lekeitio",7.92,24,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-14","ESP000024541","Mari Errota","Lekeitio",7.92,11,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-15","ESP000024541","Mari Errota","Lekeitio",7.92,9,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-16","ESP000024541","Mari Errota","Lekeitio",7.92,28,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-17","ESP000024541","Mari Errota","Lekeitio",7.92,25,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-20","ESP000024541","Mari Errota","Lekeitio",7.92,17,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-21","ESP000024541","Mari Errota","Lekeitio",7.92,31,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-22","ESP000024541","Mari Errota","Lekeitio",7.92,11,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-23","ESP000024541","Mari Errota","Lekeitio",7.92,26,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-24","ESP000024541","Mari Errota","Lekeitio",7.92,29,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-27","ESP000024541","Mari Errota","Lekeitio",7.92,13,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-28","ESP000024541","Mari Errota","Lekeitio",7.92,32,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-30","ESP000024541","Mari Errota","Lekeitio",7.92,19,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-05-31","ESP000024541","Mari Errota","Lekeitio",7.92,21,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-06-03","ESP000024541","Mari Errota","Lekeitio",7.92,13,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-06-04","ESP000024541","Mari Errota","Lekeitio",7.92,27,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-06-05","ESP000024541","Mari Errota","Lekeitio",7.92,18,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-06-07","ESP000024541","Mari Errota","Lekeitio",7.92,22,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-06-10","ESP000024541","Mari Errota","Lekeitio",7.92,9,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-06-13","ESP000024541","Mari Errota","Lekeitio",7.92,29,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-06-14","ESP000024541","Mari Errota","Lekeitio",7.92,13,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-06-17","ESP000024541","Mari Errota","Lekeitio",7.92,31,NA
"ARTES MENORES EN CANTABRICO NW","43671_2019-06-18","ESP000024541","Mari Errota","Lekeitio",7.92,17,NA
