Nombre Buque;Cód UE;Pareja;Cód UE Pareja;Puerto Venta;Puerto Base;Trimestre;Trimestre Desembarco;Año;Año construcción;TRB;GT;Potencia CV;Potencia KW;Eslora total;Eslora PP;Zona;Metier;Especie Oficial;Especie Científico;Especie Inglés;Especie ALFA3;Kg Desembarcados;Kg Desemb Peso Vivo;Precio por Kg;Precio Total
Nuevo Collado Lindo;ESP000024410;;;Ondarroa;Colindres;1;1;2020;1999;92,37;138;500;;29,1;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;6831,2;6831,2;0,401624166;2743,575
Moropa;ESP000022409;;;Ondarroa;Cambados;2;2;2020;;48,73;64,7;254;;22,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;5665,6;5665,6;0,995854808;5642,115
Novo Ameixa;ESP000023943;;;Ondarroa;Redondela;2;2;2019;;26;36,15;290;;19,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;59697,1;59697,1;1,340094963;79999,783
Novo Cazador;ESP000025595;;;Bermeo;A Coruña;2;2;2019;2003;37,64;46,84;140;;18,85;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;2500;2500;0,954748;2386,87
Nuestro Padre Tonino;ESP000025869;;;Ondarroa;Laredo;1;1;2020;2004;145,87;162;426;;31;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;23314,8;23314,8;1,109755177;25873,72
Nuestro Padre Tonino;ESP000025869;;;Ondarroa;Laredo;3;3;2020;2004;145,87;162;426;;31;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;5566,1;5566,1;1,001462245;5574,239
Nueva Emperatriz;ESP000023638;;;Getaria;Lastres;2;2;2019;;114,7;129,44;365;;28;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;9971,4;9971,4;1,07;10669,398
Nuevo Aires Ason;ESP000024986;;;Ondarroa;Colindres;4;4;2019;2000;;142;400;;31;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;190,7;190,7;0,19;36,233
Nuevo Aires Ason;ESP000024986;;;Ondarroa;Colindres;4;4;2019;2000;;142;400;;31;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;829,5;829,5;1,106505124;917,846
Nuevo Aires Ason;ESP000024986;;;Ondarroa;Colindres;1;1;2020;2000;;142;400;;31;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;702,7;702,7;2,78;1953,506
Nuevo Chuchi;ESP000022816;;;Pasaia;Pasaia;1;1;2020;1993;2,52;4,21;34;;9,2;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;5338;5338;0,734599101;3921,29
Nuevo Collado Lindo;ESP000024410;;;Ondarroa;Colindres;4;4;2019;1999;92,37;138;500;;29,1;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;20288,2;20288,2;0,86826165;17615,466
Nuevo Collado Lindo;ESP000024410;;;Ondarroa;Colindres;4;4;2020;1999;92,37;138;500;;29,1;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;1035,6;1035,6;0,28957416;299,883
Nuevo Creador;ESP000023168;;;Ondarroa;Santander;1;1;2019;1996;118,52;118,33;340;;27,55;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;2051,7;2051,7;1,29;2646,693
Nuevo Creador;ESP000023168;;;Ondarroa;Santander;1;1;2019;1996;118,52;118,33;340;;27,55;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;9175,8;9175,8;1,85;16975,23
Nuevo Creador;ESP000023168;;;Ondarroa;Santander;4;4;2019;1996;118,52;118,33;340;;27,55;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;8481,3;8481,3;1,078159952;9144,198
Nuevo Hermanos Cortabitarte;ESP000023586;;;Hondarribia;San Vicente de la Barquera;2;2;2019;;99,73;127;416;;27;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;18511,6;18511,6;0,886315446;16407,11701
Nuevo Hermanos Cortabitarte;ESP000023586;;;Hondarribia;San Vicente de la Barquera;4;4;2019;;99,73;127;416;;27;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;2286,6;2286,6;0,551552523;1261,18
Nuevo Hermanos Cortabitarte;ESP000023586;;;Ondarroa;San Vicente de la Barquera;4;4;2020;;99,73;127;416;;27;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;2760,4;2760,4;0,75;2070,3
Nuevo Horizonte Abierto;ESP000023830;;;Bermeo;Hondarribia;2;2;2020;1998;112,69;144;320;;30;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;6850;6850;0,82;5617
Nuevo Horizonte Abierto;ESP000023830;;;Getaria;Hondarribia;2;2;2019;1998;112,69;144;320;;30;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;5171,2;5171,2;2,53;13083,136
Nuevo Horizonte Abierto;ESP000023830;;;Hondarribia;Hondarribia;4;4;2019;1998;112,69;144;320;;30;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;169,8;169,8;0,53;89,994
Nuevo Horizonte Txiki;ESP000026232;;;Pasaia;Pasaia;1;4;2019;2005;3,86;3,28;37;;8;;27.8.abd;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;34,3;34,3;0,12;4,116
Nuevo Horizonte Txiki;ESP000026232;;;Pasaia;Pasaia;2;2;2020;2005;3,86;3,28;37;;8;;27.8.abd;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;80,2;80,2;0,371974724;29,83237283
Mariñel (ex Siempre Maria Mercedes);ESP000027028;;;Hondarribia;Hondarribia;2;2;2019;2005;8,41;8,48;97;;11,93;;27.8.abd;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;4506,3;4506,3;1,311008366;5907,797
Maruxia (ex Nuevo Roma Tres);ESP000024736;;;Ondarroa;Portosin;2;2;2019;2000;34;52;276;;21;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;1865;1865;2,292365684;4275,262
Mater Bi;ESP000025616;;;Getaria;Getaria;2;2;2020;2003;149,9;206;462;;37;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;33784,7;33784,7;1,067915388;36079,201
Mi Nombre Cinco;ESP000026262;;;Ondarroa;Vigo;2;2;2019;2005;49,6;87,1;540;;23,93;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;28;28;1,28;35,84
Mi Nombre Cinco;ESP000026262;;;Ondarroa;Vigo;2;2;2019;2005;49,6;87,1;540;;23,93;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;542,4;542,4;2,330099558;1263,846
Mi Nombre Cinco;ESP000026262;;;Ondarroa;Vigo;3;3;2019;2005;49,6;87,1;540;;23,93;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;16566,9;16566,9;0,945295257;15660,612
Montserrat Berria;ESP000024630;;;Getaria;Orio;1;1;2019;2000;133,98;151;700;;32,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;6859;6859;0,765043009;5247,43
Montserrat Berria;ESP000024630;;;Hondarribia;Orio;2;2;2020;2000;133,98;151;700;;32,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;6316,3;6316,3;0,68197584;4307,564
Moropa;ESP000022409;;;Pasaia;Cambados;2;2;2019;;48,73;64,7;254;;22,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;541;541;0,840369686;454,64
Noche de Paz;ESP000024302;;;Getaria;Santoña;4;4;2020;1999;144,88;163;560;;30,5;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;10084,9;10084,9;0,675727474;6814,644
Novo Ameixa;ESP000023943;;;Ondarroa;Redondela;2;2;2019;;26;36,15;290;;19,5;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;8769,5;8769,5;1,177459376;10325,73
Novo Ameixa;ESP000023943;;;Pasaia;Redondela;2;2;2019;;26;36,15;290;;19,5;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1129;1129;3,458715678;3904,89
Novo Touriñan (ex Casal Novo);ESP000025935;;;Ondarroa;Camariñas;2;2;2019;2004;39,87;47,89;221;;19;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;147,7;147,7;1,595883548;235,712
Nuestro Padre Tonino;ESP000025869;;;Hondarribia;Laredo;2;2;2019;2004;145,87;162;426;;31;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;15729,6;15729,6;1,864887855;29333,94
Nuestro Padre Tonino;ESP000025869;;;Ondarroa;Laredo;1;1;2019;2004;145,87;162;426;;31;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;9898;9898;1,318107699;13046,63
Nuestro Padre Tonino;ESP000025869;;;Ondarroa;Laredo;1;1;2020;2004;145,87;162;426;;31;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;4329,4;4329,4;2,910310205;12599,897
Nuestro Padre Tonino;ESP000025869;;;Ondarroa;Laredo;1;1;2020;2004;145,87;162;426;;31;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;9339,9;9339,9;0,537783488;5022,844
Nuestro Padre Tonino;ESP000025869;;;Ondarroa;Laredo;4;4;2020;2004;145,87;162;426;;31;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;39365,5;39365,5;0,920010974;36216,692
Nuevo Abelan (ex Beti Elene ex Berriz Agustina);ESP000023965;;;Santurtzi;Candas;3;3;2020;1998;12,32;12,41;90;;12,84;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;2;2;;
Nuevo Aires Ason;ESP000024986;;;Ondarroa;Colindres;1;1;2019;2000;122,84;128;400;;28,5;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;4525,4;4525,4;0,70814602;3204,644
Nuevo Aires Ason;ESP000024986;;;Ondarroa;Colindres;3;3;2019;2000;;142;400;;31;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;2167,1;2167,1;1,093412394;2369,534
Nuevo Aires Ason;ESP000024986;;;Ondarroa;Colindres;4;4;2020;2000;;142;400;;31;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;952,6;952,6;1,074839387;1023,892
Nuevo Charolais;ESP000026887;;;Pasaia;Santander;1;1;2020;2005;148,08;256;540;;26,43;;27.8.abd;OTB_DEF_>=70_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;9110;9110;0,77;7014,7
Nuevo Chuchi;ESP000022816;;;Pasaia;Pasaia;2;2;2019;1993;2,52;4,21;34;;9,2;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;2566,4;2566,4;1,357136066;3482,954
Lekanda;ESP000025901;;;Bermeo;Bermeo;1;1;2020;2004;66,28;85;400;;23;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;36993;36993;0,739170113;27344,12
Lekanda;ESP000025901;;;Bermeo;Bermeo;2;2;2020;2004;66,28;85;400;;23;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;9381,5;9381,5;0,536675905;5034,825
Lekanda;ESP000025901;;;Ondarroa;Bermeo;2;2;2019;2004;66,28;85;400;;23;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;31229,4;31229,4;0,998602727;31185,764
Lekanda;ESP000025901;;;Ondarroa;Bermeo;2;2;2019;2004;66,28;85;400;;23;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;101,1;101,1;0,19;19,209
Lekanda;ESP000025901;;;Ondarroa;Bermeo;4;4;2020;2004;66,28;85;400;;23;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;172;172;0,33;56,76
Luis Barranko (ex Kantabriko Berria);ESP000023467;;;Bermeo;Hondarribia;2;2;2020;1996;149,41;233;900;;36;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;6599;6599;0,76;5015,24
Luis Barranko (ex Kantabriko Berria);ESP000023467;;;Ondarroa;Hondarribia;2;2;2019;1996;149,41;233;900;;36;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;7815,8;7815,8;1,826158679;14272,891
Madari;ESP000026574;;;Santurtzi;Armintza;1;1;2019;2005;;7,09;60;;11,47;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;300;300;1,133333333;340
Madre Consuelo;ESP000024332;;;Pasaia;Laredo;1;1;2020;1999;137,34;175;560;;31,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;643,5;643,5;5,005501166;3221,04
Madre Lucia (ex Toñin);ESP000026240;;;Ondarroa;Laredo;2;2;2019;2005;133,01;144,4;375;;27;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;19553,4;19553,4;1,003820768;19628,109
Madre Lucia (ex Toñin);ESP000026240;;;Ondarroa;Laredo;2;2;2019;2005;133,01;144,4;375;;27;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;16383,6;16383,6;1,367663029;22407,244
Madre Lucia (ex Toñin);ESP000026240;;;Ondarroa;Laredo;3;3;2020;2005;133,01;144,4;375;;27;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;13421,4;13421,4;0,681525623;9147,028
Madre Lucia (ex Toñin);ESP000026240;;;Ondarroa;Laredo;4;4;2020;2005;133,01;144,4;375;;27;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;29918,4;29918,4;0,562022368;16814,81
Manilo;ESP000022756;;;Ondarroa;Carreira;1;1;2019;1994;49,3;93,6;350;;24;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;3392,8;3392,8;0,427067319;1448,954
Manilo;ESP000022756;;;Ondarroa;Carreira;1;1;2020;1994;49,3;93,6;350;;24;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1325,5;1325,5;3,599283289;4770,85
Manilo;ESP000022756;;;Ondarroa;Carreira;1;1;2020;1994;49,3;93,6;350;;24;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;92,1;92,1;4,51;415,371
Manilo;ESP000022756;;;Ondarroa;Carreira;4;4;2020;1994;49,3;93,6;350;;24;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;87444,6;87444,6;0,754307116;65960,084
Manuel Padre Segundo;ESP000023947;;;Hondarribia;Colindres;2;2;2019;1998;128,13;177;560;;31,5;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;521,8;521,8;1,79;934,022
Manuel Padre Segundo;ESP000023947;;;Ondarroa;Colindres;3;3;2019;1998;128,13;177;560;;31,5;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;8263,3;8263,3;1,007949609;8328,99
Manuel Padre Segundo;ESP000023947;;;Ondarroa;Colindres;1;1;2020;1998;128,13;177;560;;31,5;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;3602,9;3602,9;1,028447917;3705,395
Manuel Padre Segundo;ESP000023947;;;Ondarroa;Colindres;4;4;2020;1998;128,13;177;560;;31,5;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;41341,1;41341,1;0,667615521;27599,96
Manuel Padre Segundo;ESP000023947;;;Pasaia;Colindres;4;4;2020;1998;128,13;177;560;;31,5;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;7774,2;7774,2;0,823334234;6400,765
Manuelak Bi;ESP000100068;;;Bermeo;Getaria;2;2;2020;2019;9,82;5,5;40;;9,95;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;7350;7350;0,801447619;5890,64
Manuelak Bi;ESP000100068;;;Getaria;Getaria;2;2;2020;2019;9,82;5,5;40;;9,95;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;1409,8;1409,8;0,799046673;1126,496
Manuel Padre Segundo;ESP000023947;;;Hondarribia;Colindres;4;4;2019;1998;128,13;177;560;;31,5;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;610,5;610,5;0,12;73,26
Manuel Padre Segundo;ESP000023947;;;Ondarroa;Colindres;1;1;2020;1998;128,13;177;560;;31,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;935,9;935,9;2,18;2040,262
Manuel Padre Segundo;ESP000023947;;;Ondarroa;Colindres;2;2;2020;1998;128,13;177;560;;31,5;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;569;569;0,92687522;527,392
Manuel Padre Segundo;ESP000023947;;;Ondarroa;Colindres;4;4;2020;1998;128,13;177;560;;31,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;4743,6;4743,6;0,386401467;1832,934
Manuelak;ESP000026369;;;Getaria;Getaria;2;2;2019;2005;3,67;2,87;57,06;;8,06;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;8475;8475;1,265910442;10728,591
Mar de Agueda (Golfiño R);ESP000023312;;;Pasaia;Marin;1;1;2019;1996;149;208;277;;28;;27.8.abd;OTB_SPF_>=55_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;154092;154092;1,209488487;186372,5
Mar de Llanes;ESP000024300;;;Pasaia;Pasaia;1;1;2019;1999;2,79;3,39;40;;8,95;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;32,4;32,4;0,500504587;16,21634862
Mar de Llanes;ESP000024300;;;Pasaia;Pasaia;1;4;2019;1999;2,79;3,39;40;;8,95;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;6;6;0,97;5,82
Mar de Llanes;ESP000024300;;;Pasaia;Pasaia;2;2;2020;1999;2,79;3,39;40;;8,95;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;38,5;38,5;0,199480519;7,68
Mar Mares;ESP000025819;;;Ondarroa;Ondarroa;4;4;2019;2003;251;409,1;964;;38,5;;27.8.abd;OTB_DEF_>=70_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;382;382;;
Mar Mares;ESP000025819;;;Ondarroa;Ondarroa;2;2;2020;2003;251;409,1;964;;38,5;;27.8.abd;OTB_DEF_>=70_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;211;211;;
Marcialito Quinto;ESP000023348;;;Ondarroa;Vigo;2;2;2019;1996;37,8;50,2;275;;19;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;845,1;845,1;0,749765708;633,627
Maremi;ESP000023759;;;Ondarroa;Santoña;4;4;2020;1998;49,89;115;225;;23,45;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;540;540;0,33;178,2
Marhvin (ex Siempre Beatriz);ESP000022245;;;Getaria;Santoña;3;3;2019;1992;54,95;55,2;213;;23;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1437,4;1437,4;0,65;934,31
Maria Digna Dos;ESP000022992;;;Bermeo;Bermeo;2;2;2019;1995;74,74;91,88;402;;26,64;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;10003;10003;1,337318804;13377,2
Marien;ESP000027545;;;Santurtzi;Bermeo;4;3;2019;2013;9,93;5;30;;9,96;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;29,9;29,9;1,5;44,85
Marien;ESP000027545;;;Santurtzi;Bermeo;1;;2020;2013;9,93;5;30;;9,96;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;0,6;0,6;1,8;1,08
Marien;ESP000027545;;;Santurtzi;Bermeo;3;3;2020;2013;9,93;5;30;;9,96;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;383,1;383,1;1,018728791;390,275
Mariñel (ex Siempre Maria Mercedes);ESP000027028;;;Hondarribia;Hondarribia;2;2;2020;2005;8,41;8,48;97;;11,93;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;3839,8;3839,8;0,751357883;2885,064
Maruxia (ex Nuevo Roma Tres);ESP000024736;;;Ondarroa;Portosin;2;2;2019;2000;34;52;276;;21;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;8060,9;8060,9;1,83872049;14821,742
Maruxia Segundo (ex Mar Galilea Primero);ESP000024540;;;Ondarroa;Portosin;2;2;2019;2000;46,82;58,3;240;;22;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;185;185;1,36;251,6
Matxaku;ESP000026384;;;Bermeo;Bermeo;1;1;2019;2005;60,41;73;400;;23;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;60490;60490;1,333109605;80639,8
Matxaku;ESP000026384;;;Bermeo;Bermeo;2;2;2020;2005;60,41;73;400;;23;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;14428;14428;0,694742168;10023,74
Mayador Uno;ESP000023256;;;Ondarroa;Pontedeume;2;2;2020;1996;49,45;87;365;;23,31;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;12111,2;12111,2;0,773443011;9367,323
Nuevo Mar Gloria;ESP000024985;;;Hondarribia;San Vicente de la Barquera;4;4;2019;2000;74,95;105,93;365;;25,75;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;67,4;67,4;0,75;50,55
Nuevo Mar Gloria;ESP000024985;;;Ondarroa;San Vicente de la Barquera;2;2;2019;2000;74,95;105,93;365;;25,75;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;5,7;5,7;2,3;13,11
Nuevo Mar Gloria;ESP000024985;;;Ondarroa;San Vicente de la Barquera;4;4;2020;2000;74,95;105,93;365;;25,75;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1316,9;1316,9;0,35;460,915
Nuevo Maria Javier (ex J Teresa);ESP000024009;;;Ondarroa;Portosin;1;1;2020;1998;49,89;82,7;255;;23,45;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;10106;10106;1,24;12531,44
Nuevo Maria Javier (ex J Teresa);ESP000024009;;;Ondarroa;Portosin;1;1;2020;1998;49,89;82,7;255;;23,45;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;40266,3;40266,3;1,088305407;43822,032
Nuevo Maria Javier (ex J Teresa);ESP000024009;;;Ondarroa;Portosin;2;2;2020;1998;49,89;82,7;255;;23,45;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;8516,3;8516,3;1,185169146;10093,256
Nuevo Miñones;ESP000100164;;;Ondarroa;Camariñas;4;4;2020;2020;;67,91;190;;20,2;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;19077;19077;0,572400325;10919,681
Nuevo Miñones;ESP000100164;;;Pasaia;Camariñas;4;4;2020;2020;;67,91;190;;20,2;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;14389;14389;0,555212315;7988,95
Nuevo Moni;ESP000025480;;;Bermeo;Bermeo;1;1;2020;2003;15,71;12,05;148;;15,05;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;52072;52072;0,751805001;39147,99
Nuevo Panelo Villa;ESP000023803;;;Ondarroa;Laredo;1;1;2019;1998;112,69;141;375;;30;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;8472,6;8472,6;0,33614711;2848,04
Nuevo Rober;ESP000022639;;;Hondarribia;Hondarribia;2;2;2019;1993;75,9;75,57;420;;26;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;81454,4;81454,4;1,213722525;98863,04
Nuevo Rober;ESP000022639;;;Hondarribia;Hondarribia;2;2;2019;1993;75,9;75,57;420;;26;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;21346,6;21346,6;1,455940806;31079,386
Nuevo Rober;ESP000022639;;;Hondarribia;Hondarribia;4;4;2019;1993;75,9;75,57;420;;26;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;15955,7;15955,7;0,962586536;15358,742
