Código,Buque,Folio,Código UE,Código MMSI,Código Radio,Baja,Fecha baja,Observaciones,Año construcción,Fecha metier,Metier principal,Metier secundario,Fecha puerto base,Puerto base,Fecha características técnicas,TRB,GT,Eslora,Potencia,Caladero principal,Tipo pesca principal,Segmento,Varios,CensoPorModalidad,Notas
1441,La Galere,MN 281177,FRA000281177,,,VERDADERO,31/12/2003,"Baja por cese de ventas.
No encuentro buque con ese nombre y fecha en activo. Asocio el barco a un buque desguazado (IAI)",,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Marennes,,,,,,,,,,,
736,La Godaille,LS 266672,FRA000266672,,,VERDADERO,08/02/2001,,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Les Sables d'Olonne,01/01/2019,,,,,,,,,Pabellón extranjero,
1482,La Littorine,BA 424747,FRA000424747,,,VERDADERO,13/11/2006,,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Bayonne,,,,,,,,,,,
737,La Murene,BA 294817,FRA000294817,,,VERDADERO,26/11/2009,,1976,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
738,La Paloma,BA 468167,FRA000468167,,,VERDADERO,10/11/2006,"Error en asignacion, tiene ventas en 2009",,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
2275,La Paloma II (ex Symphonie),BA 544929,FRA000544929,,FPSS,FALSO,,,1981,01/01/2019,GNS_DEF_>=100_0_0,LLS_DEF_0_0_0,01/01/2019,Bayonne,01/01/2019,,1981,34,662,,,,,Pabellón extranjero,
1504,La Pelouse,3XXX0850,,,,VERDADERO,31/12/2003,Baja por cese de ventas. No se encuentra el buque en registros europeos (IAI),,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Francia,,,,,,,,,,,
2508,La Petite Edelweiss,S447,FRA000514596,,,FALSO,,,1982,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Skibbereen,01/01/2019,,31.2,14.99,,,,,,Pabellón extranjero,
2439,La Playa Uno,3ST51-03,ESP000025879,,,FALSO,,,2004,01/01/2019,GNS_DEF_60-79_0_0,LHM_SPF_0_0_0,01/01/2019,Suances,01/01/2019,9.5,8.53,12.38,60,ARTES MENORES EN CANTABRICO NW,,Bajura,,ARTES MENORES EN CANTABRICO NW,
739,La Rafale,AC 317535,FRA000317535,,,VERDADERO,06/04/2001,,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Arcachon,01/01/2019,,,,,,,,,Pabellón extranjero,
740,La Revolution,BA 707964,FRA000707964,,,VERDADERO,26/03/2001,A la pareja iba con el Eros,,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
742,Lagardere 2,LR 579737,FRA000579737,228110800,FING,FALSO,,,1982,01/01/2019,OTB_DEF_>=70_0_0,PTM_LPF_>=70_0_0,01/01/2019,La Rochelle,01/01/2019,,,,,,,,,Pabellón extranjero,
2556,Lago Dos,3CO41869,ESP000005630,224043760,EA6295,FALSO,,,1983,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Camariñas,01/01/2019,68.3,61.1,21.46,272,CERCO EN CANTABRICO NW,CERCO,Bajura,,CERCO EN CANTABRICO NW,
743,Lagun Artea,3BI13083,ESP000003130,,,VERDADERO,12/05/2005,"Eslora tomada del censo vasco 93 (Papel)
censo mapa: baja",1982,01/01/2019,LLS_DEF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Ceuta,01/01/2019,19.86,20.57,15.2,128,Cantabrico Noroeste,Artes Menores,,,ARTES MENORES EN CANTABRICO NW,
744,Lagun Bi,3BI22777,ESP000000194,,,VERDADERO,22/05/2006,,1981,01/01/2019,LLS_DEF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,49.84,56,22,360,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
1795,Lagunak,3SS12294,ESP000009855,,,VERDADERO,24/03/2009,,,,,,01/01/2019,A Coruña,,,,,,,,,,,
2210,Lagundu Berria,3BI22-99,ESP000024305,224082160,,FALSO,,,1999,01/01/2019,GNS_DEF_60-79_0_0,LHM_SPF_0_0_0,01/01/2019,Santander,01/01/2019,14.1,14.98,13.98,134,ARTES MENORES EN CANTABRICO NW,ARTES MENORES,ARTES MENORES,,ARTES MENORES EN CANTABRICO NW,
2638,Laissons Dire,YE 518496,FRA000518496,,,FALSO,,,1982,01/01/2019,GNS_DEF_60-79_0_0,FPO_CRU_0_0_0,01/01/2019,Ile d'Yeu,01/01/2019,8.35,8.05,9.56,102,,,,,Pabellón extranjero,
2632,Lajes do Pico,PD-555-C,PRT000021013,,,FALSO,,,1999,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Ponta Delgada,01/01/2019,,171,29.46,456,,,,,Pabellón extranjero,
395,Lamia ( ex E. Motxo),3BI22765,ESP000007823,,,VERDADERO,18/04/2005,"En el MAPA puerto base Ceuta y ""Hundimiento Sustitutorio de Desguace""",1981,01/01/2019,PS_SPF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Ceuta,01/01/2019,47.8,49,21,280,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
745,Lamperna,AY 633282,FRA000633282,,,FALSO,,,,01/01/2019,GNS_DEF_60-79_0_0,LTL_LPF_0_0_0,01/01/2019,Auray,01/01/2019,,,,,,,,,Pabellón extranjero,
746,Lamperna Dos,3XXX0493,,,,VERDADERO,31/12/1995,baja por cese de ventas,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
747,Lamperna Uno,3XXX0492,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
1384,Lancheros del Dia (PS),3XXX0805,,,,VERDADERO,31/12/2004,,,01/01/2019,REC_0_0_0,,01/01/2019,Pasaia,,,,,,,,,,,
748,Lancheros Dia,3XXX0716,,,,VERDADERO,31/12/2000,Baja por cese de ventas,,,,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
749,Lancheros DO (varios),3XXX0731,,,,VERDADERO,31/12/2000,baja por cese de actividad,,,,,01/01/2019,Donostia,01/01/2019,,,,,,,,,,
2483,Landora,BA 752562,FRA000752562,227389000,FGPL,FALSO,,,1990,01/01/2019,GNS_DEF_>=100_0_0,,01/01/2019,Bayonne,01/01/2019,,325,33.8,,,,,,Pabellón extranjero,
2328,Lanez Sortua Berria,3BI33-02,ESP000025607,,,VERDADERO,23/05/2014,,2003,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Zierbena,01/01/2019,19.82,15.06,13.35,97,ARTES MENORES EN CANTABRICO NW,ARTES MENORES,ARTES MENORES,ARTES MENORES,ARTES MENORES EN CANTABRICO NW,
750,Lanfon,3SS12251,ESP000007960,,,VERDADERO,15/09/2009,"Primeros años pareja del Goizalde Eder, despues con el Aralarko Mikel Deuna, y finalmente del Antiuko Ama",,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Ondarroa,01/01/2019,270.99,274,34.7,1200,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
1796,Lar,3BI22824,ESP000014509,,,VERDADERO,01/08/1995,Tenemos desembarcos asociados en 1997???,,,,,01/01/2019,Bermeo,,,,,,,,,,,
751,Lartitegui,3BI22479,ESP000000200,,,VERDADERO,11/05/2005,,1966,01/01/2019,LLS_DEF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,15.6,12.79,14.5,128,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
752,Larun,3XXX0597,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
1369,Lasti (ex Chica),3VI57-91,ESP000022038,,,VERDADERO,02/11/2010,,1991,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Ondarroa,01/01/2019,193.02,252,29.99,600,"ZONA CIEM VB, VI, VII Y VIIIABD",ARRASTRE,ARRASTRE,ARRASTRE,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
753,Lau Anaiak,3XXX0461,,,,VERDADERO,31/12/1995,Baja por cese de ventas,,01/01/2019,REC_0_0_0,,01/01/2019,Hondarribia,01/01/2019,,,,,,,,,,
510,Lau Anayak (ex Gran San Gines),3ST25-96,ESP000023401,,,VERDADERO,24/04/2013,,,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Ondarroa,01/01/2019,99.9,129.35,28,402,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
754,Laura Lena,3XXX0743,,,,VERDADERO,31/12/2001,Baja por cese de ventas. No se encuentra barcos con este nombre en el registro europeo,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Irlanda,01/01/2019,,,,,,,,,Pabellón extranjero,
1798,Laurak Bat,3SS31338,ESP000001664,,,VERDADERO,17/07/1998,,,,,,01/01/2019,San Vicente de la Barquera,,,,,,,,,,,
756,Layuno Zallo,3BI22797,ESP000000141,,,VERDADERO,31/12/2003,En 2014 sigue activo. Doy de baja por venta fuera,,,,,01/01/2019,Santa Cruz de Tenerife,01/01/2019,28.52,32,16.4,170,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
1502,Lazcano,3SS12288,ESP000009854,,,VERDADERO,23/11/2006,2004 (al menos) trabajando a trio Zapi(ex Goitia) + Lazkano + Muztu(ex NV Pastora),1974,,,,,,01/01/2019,310.77,330,38.35,795,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIa",ARRASTRE,ARRASTRE,ARRASTRE,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
757,Le Baron,BA 724743,FRA000724743,227436000,FKDH,FALSO,,PTM como principal en censo europeo,1993,01/01/2019,PTM_SPF_>=70_0_0,OTB_DEF_>=70_0_0,01/01/2019,Bayonne,01/01/2019,,129,22.8,316,,,,,Pabellón extranjero,
758,Le Basque,BA 724916,FRA000724916,,,VERDADERO,29/09/2004,Baja por venta a otro puerto y y cese de ventas en la CAV,,01/01/2019,LLS_DEF_0_0_0,GNS_DEF_60-79_0_0,01/01/2019,Caen,01/01/2019,,,,,,,,,Pabellón extranjero,
759,Le Battant,LR 685083,FRA000685083,227416000,FHNW,FALSO,,,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Ile d'Oleron (Le Chateau),01/01/2019,72.91,72,20.79,323,,,,,Pabellón extranjero,
760,Le Cap-Horn,SN 547423,FRA000547423,,,VERDADERO,14/11/2008,,,01/01/2019,OTB,,01/01/2019,Saint - Nazaire,01/01/2019,,,,,,,,,Pabellón extranjero,
2639,Le Cap-Horn II,AC 783509,FRA000783509,,,FALSO,,,1990,01/01/2019,GNS_DEF_60-79_0_0,GNS_DEF_60-79_0_0,01/01/2019,Arcachon,01/01/2019,39.48,49.79,15,169,,,,,Pabellón extranjero,
761,Le Castor,LR 684368,FRA000684368,,,VERDADERO,15/10/2008,,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Saint - Nazaire,01/01/2019,,,,,,,,,Pabellón extranjero,
2782,Le Dolmen,LO934925,FRA000934925,,FLDZ,FALSO,,,2019,,,,,,,,,,,,,,,,
763,Le Fureteur,BA 167722,FRA000167722,,,VERDADERO,10/07/2000,,,,,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
764,Le Gorille,BA 412683,FRA000412683,,,VERDADERO,31/12/2000,Baja por cese de ventas,,,,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
765,Le Grand Schtroumpf,LS 590188,FRA000274699,,,VERDADERO,29/05/1997,baja en el 97pero tenemos mareas asociadas hasta 1999,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
2726,Le Hollandais Volant,AC 929771,FRA000929771,,,FALSO,,,2017,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Arcachon,01/01/2019,,44.46,14.97,250,,,,,Pabellón extranjero,
741,Le Laffite,BA 185167,FRA000185167,,,VERDADERO,24/04/2003,,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
766,Le Megalithe,LO 579722,FRA000579722,,,VERDADERO,31/12/2000,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Lorient,01/01/2019,,,,,,,,,Pabellón extranjero,
2712,Le Miquelon (ex Gladiator),BA 678634,FRA000678634,,FU4938,FALSO,,,,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,9.85,15.47,11.95,149,,,,,Pabellón extranjero,
2187,Le Mouton,3XXX0876,,,,VERDADERO,31/12/2005,Baja por cese de ventas. No existe este barco ¿Le Moutant?,,01/01/2019,UNK_0_0_0,,01/01/2019,Francia,,,,,,,,,,,
2644,Le Nautile,GV 730710,FRA000730710,227366000,FGRG,FALSO,,,1991,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Guilvinec,01/01/2019,72.91,116.56,22,434,,,,,Pabellón extranjero,
2793,Le Noddi,DP783667,FRA000783667,227318250,FV6642,FALSO,,"Tine varios metiers FPO (pots), DRB (Towed dredges) y TBB (Bem trawls)

103 KW",1991,,,,,,,,,,,,,,,,
2349,Le Ora Maritima,IO 750156,FRA000750156,228101000,FGAU,FALSO,,,1989,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Ile d'Oleron (Le Chateau),01/01/2019,,34.96,14.25,243,,,,,Pabellón extranjero,
768,Le P'tit Loup,BA 802063,FRA000802063,,,VERDADERO,31/12/2000,Baja por cese de ventas,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
767,Le Petit Chiguede,3XXX0767,,,,VERDADERO,31/12/2002,Baja por cese de ventas. No aparece el barco en el censo,,01/01/2019,UNK_0_0_0,,01/01/2019,Francia,01/01/2019,,,,,,,,,Pabellón extranjero,
2808,Le Phenix,DP726743,FRA000726743,,FI9708,FALSO,,En censo europeo tambien FPO,,,,,,,,,,,,,,,,,
2125,Le Rapace,MN 319573,FRA000319573,,,VERDADERO,31/12/2005,baja por cese de ventas,,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Marennes,,,,,,,,,,,
769,Le Renard des Mers,AC 181229,FRA000181229,,,VERDADERO,31/12/2000,baja por cese de ventas,,,,,01/01/2019,Arcachon,01/01/2019,,,,,,,,,Pabellón extranjero,
2353,Le Rousette,3XXX0893,,,,VERDADERO,31/12/2011,Baja por cese de ventas. No aparece en censo,,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Francia,,,,,,,,,,,
2640,Le Sans-Spe II,AC 715622,FRA000715622,227825000,FHZN,FALSO,,,1988,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Arcachon,01/01/2019,31.98,35.89,14.3,243,,,,,Pabellón extranjero,
770,Le Soliste,3XXX0706,,,,VERDADERO,31/12/2000,baja por cese de ventas. No aparece en el censo,,,,,01/01/2019,Francia,01/01/2019,,,,,,,,,Pabellón extranjero,
2317,Le Solitaire,AC 734518,FRA000734518,227312140,FI 2067,VERDADERO,31/12/2009,Baja por cese de ventas,1987,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Arcachon,01/01/2019,,,17.33,216,,,,,Pabellón extranjero,
1202,Le Sopite,BA 294816,FRA000294816,,,VERDADERO,16/09/2008,pareja del Isle Faisan (Pasajes de San Pedro),,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
2648,Le Souvenir,IO 877560,FRA000877560,228008900,FI8100,FALSO,,,1995,01/01/2019,GNS_DEF_60-79_0_0,FPO_CRU_0_0_0,01/01/2019,Ile d'Oleron (Le Chateau),01/01/2019,20.06,16,11.99,110,,,,,Pabellón extranjero,
771,Le Stiff (ex Espoir du Marin),BA 185147,FRA000185147,228858000,FTMJ,FALSO,,,1974,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,179.2,,,750,,,,,Pabellón extranjero,
2468,Le Triskell,AY 750714,FRA000750714,228813000,FHZU,FALSO,,,1988,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Auray,01/01/2019,,,15,,,,,,Pabellón extranjero,
1365,Le Vent,AC 750713,FRA000750713,,,VERDADERO,08/09/2008,,,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Arcachon,,,,,,,,,,,
2351,Le Yeti,AC 905421,FRA000905421,,,FALSO,,,2003,01/01/2019,LLS_DEF_0_0_0,FPO,01/01/2019,Arcachon,01/01/2019,,17.82,13.34,220,,,,,Pabellón extranjero,
2375,Ledicia,3FE13-00,ESP000024715,,,FALSO,,,2000,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Burela,01/01/2019,8.02,6.89,11.52,64,ARTES MENORES EN CANTABRICO NW,,Bajura,,ARTES MENORES EN CANTABRICO NW,
773,Legorpe,3BI40164,ESP000010527,,,VERDADERO,14/05/2010,,1975,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Ondarroa,01/01/2019,295.94,300,37.2,1200,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
1799,Leire,3XXX0290,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
2132,Lekanda,3BI24-03,ESP000025901,224108670,EA-6725,FALSO,,,2004,01/01/2019,PS_SPF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,66.28,85,23,400,CERCO EN CANTABRICO NW,PALANGRE DE FONDO,PALANGRE DE FONDO,,CERCO EN CANTABRICO NW,
1800,Lenitea,3XXX0589,,,,VERDADERO,31/12/1996,baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
779,Leona (comprador),3XXX0654,,,,VERDADERO,31/12/1999,Baja por cese de ventas,,,,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
780,Leonardo Oyanguren,3XXX0291,,,,VERDADERO,31/07/1997,baja por cese de ventas,,,,,01/01/2019,Mutriku,01/01/2019,,,,,,,,,,
1801,Lepoerre,3BI22562,ESP000000168,,,VERDADERO,08/10/1998,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
781,Leporre Anaiak,3BI23-99,ESP000024328,224290000,EA-4154,FALSO,,,1999,01/01/2019,GNS_DEF_>=100_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,99.5,157.97,28.55,500,RASCO EN CANTABRICO NW,Palangre de Fondo,Palangre de Fondo,,RASCO EN CANTABRICO NW,
1160,Les Deux Tours (ex Sandrine Corinne),LR 655426,FRA000655426,,,FALSO,,,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,La Rochelle,01/01/2019,,,,,,,,,Pabellón extranjero,
1802,Leticia,3GI81346,ESP000016060,,,VERDADERO,26/10/2000,,,,,,01/01/2019,Santoña,,,,,,,,,,,
784,Lezoko Gurutze,3BI22753,ESP000000134,,,VERDADERO,08/06/2005,"Hundido por desguace, fecha x encuesta de mayo en bermeo de juanpe",1980,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,119.52,135,32.4,600,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1433,Lioran,BA 623127,FRA000623127,227377000,FHIO,FALSO,,,1985,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Bayonne,01/01/2019,,377,38,,,,,,Pabellón extranjero,
785,Lisardo (Comprador),3XXX0294,,,,VERDADERO,31/12/1999,Baja por cese de ventas,,,,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
786,Litoral,3XXX0543,,,,VERDADERO,31/12/1996,baja por cese de ventas,,,,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
787,Loimur SL,3XXX0578,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
6,Lola (ex Aconit),BA 318494,FRA000318494,,,VERDADERO,05/07/2010,,,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,218.14,,,800,,,,,Pabellón extranjero,
1804,Loli (Fuenterrabia),3XXX0525,,,,VERDADERO,31/12/1999,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
789,Lopez (Cocochero),3XXX0295,,,,VERDADERO,31/12/1999,,,,,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
1805,Lopez Hermanos,3ST21398,ESP000003859,,,VERDADERO,24/10/1996,,,,,,01/01/2019,Laredo,,,,,,,,,,,
1806,Lopez Perez,3GI41734,ESP000008096,,,VERDADERO,08/05/1998,,,,,,01/01/2019,Aviles,,,,,,,,,,,
790,Lorea,3XXX0296,,,,VERDADERO,31/12/1998,baja por cese de ventas,,,,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
791,Lorenzo Larrañaga,3XXX0297,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Mutriku,01/01/2019,,,,,,,,,,
1493,Lorez Bihaz,GV 445962,FRA000445962,,,VERDADERO,15/03/2007,,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Guilvinec,,,,,,,,,,,
792,Los Hermanos,BA 490200,FRA000490200,,,VERDADERO,03/11/2004,,,,,,01/01/2019,Saint - Nazaire,01/01/2019,,,,,,,,,Pabellón extranjero,
1807,Losada,3ST42587,ESP000000022,,,VERDADERO,02/02/2000,,,,,,01/01/2019,Santander,,,,,,,,,,,
793,Lou Barbot,AC 266678,FRA000266678,,,VERDADERO,20/04/1995,,,,,,01/01/2019,Arcachon,01/01/2019,,,,,,,,,Pabellón extranjero,
794,Loughine,S156,IRL000I11490,,,VERDADERO,31/12/2000,Baja por cese de ventas,1991,,,,,,01/01/2019,,,,,,,,,Pabellón extranjero,
2708,Lovon,S381,SWE000007880,,EI6207,FALSO,,,1996,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Skibbereen,01/01/2019,,335,26.6,736,,,,,Pabellón extranjero,
1808,Loxero Dos,3CO73360,ESP000010110,,,VERDADERO,08/05/1996,,,,,,01/01/2019,Carreira,,,,,,,,,,,
1809,Loxero Uno,3CO73333,ESP000005554,,,VERDADERO,25/11/1999,,,,,,01/01/2019,Cambados,,,,,,,,,,,
795,Lucas,3XXX0441,,,,VERDADERO,31/12/1995,Baja por cese de venta,,,,,01/01/2019,Ondarroa,01/01/2019,,,,,,,,,,
2245,Lucas Chico,3AL21-99,ESP000024298,,,VERDADERO,21/03/2011,,1999,01/01/2019,LLD_LPF_0_0_0,,01/01/2019,San Vicente de la Barquera,01/01/2019,37.37,92,19.5,228,PALANGRE DE SUPERFICIE EN EL MEDITERRANEO,,,,PALANGRE DE SUPERFICIE EN EL MEDITERRANEO,
1810,Lucero de Colindres,3ST21328,ESP000003887,,,VERDADERO,28/01/1997,,,,,,01/01/2019,Pasaia,,,,,,,,,,,
1811,Lucia Marusela,3ST21406,ESP000003888,,,VERDADERO,05/02/1997,Desguazado en 1997 pero con mareas asociadas hasta 1999!!!,,,,,01/01/2019,Colindres,,,,,,,,,,,
2605,Lucimar,L 561 C,PRT000001378,263428000,CUUN,FALSO,,,1983,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Leixoes,01/01/2019,,270,34.05,883,,,,,Pabellón extranjero,
1386,Lucy D,T353,IRL001I11833,,,VERDADERO,31/12/2001,bAJA POR CESE VENTAS,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Tralee,,,,,,,,,,,
2656,Ludivine Allison,GV 730719,FRA000730719,228119000,FGQS,FALSO,,,1990,01/01/2019,OTB_DEF_>=70_0_0,PTM_LPF_>=70_0_0,01/01/2019,Guilvinec,01/01/2019,95,138.73,22,375,,,,,Pabellón extranjero,
796,Ludogwena,LR 685783,FRA000685783,,,VERDADERO,31/12/1998,Baja por cese de ventas,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,La Rochelle,01/01/2019,,,,,,,,,Pabellón extranjero,
797,Lui II,LR 611739,FRA000611739,227408000,FINP,FALSO,,,1983,01/01/2019,GNS_DEF_>=100_0_0,,01/01/2019,La Rochelle,01/01/2019,94.27,93,23.95,441,,,,,Pabellón extranjero,
291,Luis Barranko (ex Kantabriko Berria),3SS13-96,ESP000023467,224019470,EANQ,FALSO,,,1996,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,149.41,233,36,900,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
799,Luis Echavarri S.L.,3XXX0299,,,,VERDADERO,31/12/1997,Baja por cese de ventas,,,,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
1381,Luis Etxebarri S.L.,3XXX0803,,,,VERDADERO,31/12/2002,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,,,,,,,,,,,
800,Luken Goenaga,3XXX0300,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Mutriku,01/01/2019,,,,,,,,,,
2728,Lumian (ex Claude Moinier II),BA 683453,FRA000683453,,,FALSO,,,1987,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Bayonne,01/01/2019,,273,32.8,,,,,,Pabellón extranjero,
1812,Lupe y Mikel,3XXX0462,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
2788,Luscinda,3GI-6-1-97,ESP000023918,,EAQP,FALSO,,,1998,01/01/2019,OTB_DEF_>=55_0_0,,01/01/2019,Aviles,01/01/2019,,215,27.5,220,ARRASTRE DE FONDO EN CANTABRICO NW,,,,ARRASTRE DE FONDO EN CANTABRICO NW,
2671,Lutxi,3ST11-05,ESP000026259,,,FALSO,,,2005,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Castro Urdiales,01/01/2019,7.24,5.49,11.22,85,ARTES MENORES EN CANTABRICO NW,,,,ARTES MENORES EN CANTABRICO NW,
1813,Luz del Alba,3ST42561,ESP000000011,,,VERDADERO,28/07/1999,,,,,,01/01/2019,Santander,,,,,,,,,,,
1447,Luz Maree,3XXX0835,,,,VERDADERO,31/12/2002,Baja por cese de ventas. No se encuentra en censo,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Francia,,,,,,,,,,,
803,M Presas,3CO12478,ESP000004018,,,VERDADERO,30/09/2008,"Una marea suelta en Motrico en 1995, ¿error de asignacion de codigo?",,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Ares,01/01/2019,26.81,26.8,16.27,195,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1397,Macelan,3XXX0815,,,,VERDADERO,31/12/2003,Baja por cese de ventas,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Concarneau,,,,,,,,,,,
