"Nombre_Buque","Puerto_Base","Censo","Trip","Fecha_Desembarco","Dia","Mes","Ano","Zona2","Metier","Peso","Metier_Rev","check"
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",552792,2020-11-29,30,11,2020,"27.8.c","PTB_MPD_>=55_0_0",7071.9286,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",552841,2020-11-30,1,12,2020,"27.8.c","PTB_MPD_>=55_0_0",3986.6428,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",552845,2020-12-01,2,12,2020,"27.8.c","PTB_MPD_>=55_0_0",1719.3882,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",552960,2020-12-02,3,12,2020,"27.8.c","PTB_MPD_>=55_0_0",1535.735,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553053,2020-12-08,9,12,2020,"27.8.c","PTB_MPD_>=55_0_0",2628.6526,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553069,2020-12-10,10,12,2020,"27.8.c","PTB_MPD_>=55_0_0",6754.2622,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553097,2020-12-10,11,12,2020,"27.8.c","PTB_MPD_>=55_0_0",2772.8414,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553126,2020-12-14,14,12,2020,"27.8.c","PTB_MPD_>=55_0_0",5072.6642,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553156,2020-12-14,15,12,2020,"27.8.c","PTB_MPD_>=55_0_0",3653.8372,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553244,2020-12-16,17,12,2020,"27.8.c","PTB_MPD_>=55_0_0",8232.7238,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553381,2020-12-21,21,12,2020,"27.8.c","PTB_MPD_>=55_0_0",15544.0428,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553385,2020-12-21,22,12,2020,"27.8.c","PTB_MPD_>=55_0_0",1400.6576,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553509,2020-12-23,28,12,2020,"27.8.c","PTB_MPD_>=55_0_0",808.304,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553510,2020-12-27,28,12,2020,"27.8.c","PTB_MPD_>=55_0_0",6528.378,"PTB_MPD_>=55_0_0",TRUE
"AKETXE","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",553555,2020-12-30,4,1,2020,"27.8.c","PTB_MPD_>=55_0_0",1239.184,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530248,2020-01-02,3,1,2020,"27.8.c","PTB_MPD_>=55_0_0",1824.693,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530279,2020-01-06,7,1,2020,"27.8.c","PTB_MPD_>=55_0_0",7381.20107,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530373,2020-01-08,9,1,2020,"27.8.c","PTB_MPD_>=55_0_0",3072.2858,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530441,2020-01-12,13,1,2020,"27.8.c","PTB_MPD_>=55_0_0",5560.7835,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530517,2020-01-14,15,1,2020,"27.8.c","PTB_MPD_>=55_0_0",2281.1623,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530531,2020-01-15,16,1,2020,"27.8.c","PTB_MPD_>=55_0_0",2178.6565,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530572,2020-01-19,20,1,2020,"27.8.c","PTB_MPD_>=55_0_0",3340.4999,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530610,2020-01-21,22,1,2020,"27.8.c","PTB_MPD_>=55_0_0",2364.7126,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530627,2020-01-22,23,1,2020,"27.8.c","PTB_MPD_>=55_0_0",1230,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530657,2020-01-26,27,1,2020,"27.8.c","PTB_MPD_>=55_0_0",3083.4337,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530733,2020-01-29,30,1,2020,"27.8.c","PTB_MPD_>=55_0_0",2798.9967,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530761,2020-02-02,3,2,2020,"27.8.c","PTB_MPD_>=55_0_0",1586.1926,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530830,2020-02-05,6,2,2020,"27.8.c","PTB_MPD_>=55_0_0",1390.19,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530870,2020-02-09,10,2,2020,"27.8.c","PTB_MPD_>=55_0_0",1183.922,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530924,2020-02-11,12,2,2020,"27.8.c","PTB_MPD_>=55_0_0",470.958,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530947,2020-02-12,13,2,2020,"27.8.c","PTB_MPD_>=55_0_0",182.035,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",530983,2020-02-16,17,2,2020,"27.8.c","PTB_MPD_>=55_0_0",740.925,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",531053,2020-02-19,20,2,2020,"27.8.c","PTB_MPD_>=55_0_0",625.27,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",531131,2020-02-23,24,2,2020,"27.8.c","PTB_MPD_>=55_0_0",665.6132,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",531253,2020-02-25,26,2,2020,"27.8.c","PTB_MPD_>=55_0_0",1264.276,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",531319,2020-03-01,2,3,2020,"27.8.c","PTB_MPD_>=55_0_0",2088.15,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",531460,2020-03-04,5,3,2020,"27.8.c","PTB_MPD_>=55_0_0",4715.776,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",531548,2020-03-08,9,3,2020,"27.8.c","PTB_MPD_>=55_0_0",11364.3442,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",531655,2020-03-10,11,3,2020,"27.8.c","PTB_MPD_>=55_0_0",12829.1783,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",531746,2020-03-11,12,3,2020,"27.8.c","PTB_MPD_>=55_0_0",2158.6212,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",531969,2020-03-15,16,3,2020,"27.8.c","PTB_MPD_>=55_0_0",11895.551,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",532032,2020-03-16,17,3,2020,"27.8.c","PTB_MPD_>=55_0_0",1840,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",532183,2020-03-17,18,3,2020,"27.8.c","PTB_MPD_>=55_0_0",2048.3132,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",532202,2020-03-19,19,3,2020,"27.8.c","PTB_MPD_>=55_0_0",2330.496,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",532520,2020-03-22,23,3,2020,"27.8.c","PTB_MPD_>=55_0_0",7516.3621,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",532598,2020-02-04,4,2,2020,"27.8.c","PTB_MPD_>=55_0_0",714.33,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",532608,2020-03-23,24,3,2020,"27.8.c","PTB_MPD_>=55_0_0",949.956,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",532936,2020-03-29,30,3,2020,"27.8.c","PTB_MPD_>=55_0_0",10860.3316,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",532982,2020-03-30,31,3,2020,"27.8.c","PTB_MPD_>=55_0_0",3595.8976,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533046,2020-03-31,1,4,2020,"27.8.c","PTB_MPD_>=55_0_0",5792.0579,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533088,2020-04-01,2,4,2020,"27.8.c","PTB_MPD_>=55_0_0",5919.4396,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533201,2020-04-02,3,4,2020,"27.8.c","PTB_MPD_>=55_0_0",7276.53,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533268,2020-04-03,4,4,2020,"27.8.c","PTB_MPD_>=55_0_0",0,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533286,2020-04-05,6,4,2020,"27.8.c","PTB_MPD_>=55_0_0",10512.7877,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533330,2020-04-06,7,4,2020,"27.8.c","PTB_MPD_>=55_0_0",1845,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533370,2020-04-12,13,4,2020,"27.8.c","PTB_MPD_>=55_0_0",17652,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533455,2020-04-13,14,4,2020,"27.8.c","PTB_MPD_>=55_0_0",6103.7657,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533507,2020-04-14,15,4,2020,"27.8.c","PTB_MPD_>=55_0_0",7401,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533547,2020-04-15,16,4,2020,"27.8.c","PTB_MPD_>=55_0_0",3028.8333,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533600,2020-04-19,20,4,2020,"27.8.c","PTB_MPD_>=55_0_0",12631.8536,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533677,2020-04-20,21,4,2020,"27.8.c","PTB_MPD_>=55_0_0",3537.394,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533727,2020-04-21,22,4,2020,"27.8.c","PTB_MPD_>=55_0_0",0,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",533730,2020-04-22,23,4,2020,"27.8.c","PTB_MPD_>=55_0_0",0,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534005,2020-04-26,27,4,2020,"27.8.c","PTB_MPD_>=55_0_0",18252.3054,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534098,2020-04-27,28,4,2020,"27.8.c","PTB_MPD_>=55_0_0",5009.8076,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534108,2020-04-28,29,4,2020,"27.8.c","PTB_MPD_>=55_0_0",3204.13,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534161,2020-04-29,30,4,2020,"27.8.c","PTB_MPD_>=55_0_0",534,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534228,2020-05-03,4,5,2020,"27.8.c","PTB_MPD_>=55_0_0",16989,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534357,2020-05-04,5,5,2020,"27.8.c","PTB_MPD_>=55_0_0",3257.9932,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534363,2020-05-05,6,5,2020,"27.8.c","PTB_MPD_>=55_0_0",6397.2,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534408,2020-05-06,7,5,2020,"27.8.c","PTB_MPD_>=55_0_0",6306.8324,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534472,2020-05-10,11,5,2020,"27.8.c","PTB_MPD_>=55_0_0",12933.7304,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534549,2020-05-11,12,5,2020,"27.8.c","PTB_MPD_>=55_0_0",8135.15,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534599,2020-05-12,13,5,2020,"27.8.c","PTB_MPD_>=55_0_0",8023.7632,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534633,2020-05-13,14,5,2020,"27.8.c","PTB_MPD_>=55_0_0",2564.9457,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534683,2020-05-17,18,5,2020,"27.8.c","PTB_MPD_>=55_0_0",17564.2553,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534761,2020-05-18,19,5,2020,"27.8.c","PTB_MPD_>=55_0_0",8250.4,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534799,2020-05-19,20,5,2020,"27.8.c","PTB_MPD_>=55_0_0",1705.9486,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534811,2020-05-20,21,5,2020,"27.8.c","PTB_MPD_>=55_0_0",3810.2304,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534899,2020-05-24,25,5,2020,"27.8.c","PTB_MPD_>=55_0_0",15027.6586,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534975,2020-05-25,26,5,2020,"27.8.c","PTB_MPD_>=55_0_0",250.6648,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",534984,2020-05-26,27,5,2020,"27.8.c","PTB_MPD_>=55_0_0",7869.4498,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535008,2020-05-27,28,5,2020,"27.8.c","PTB_MPD_>=55_0_0",2059.1959,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535102,2020-05-31,1,6,2020,"27.8.c","PTB_MPD_>=55_0_0",18465.6304,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535184,2020-06-01,2,6,2020,"27.8.c","PTB_MPD_>=55_0_0",2244.8799,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535194,2020-06-02,3,6,2020,"27.8.c","PTB_MPD_>=55_0_0",3822.4946,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535229,2020-06-03,4,6,2020,"27.8.c","PTB_MPD_>=55_0_0",2834.2353,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535322,2020-06-07,8,6,2020,"27.8.c","PTB_MPD_>=55_0_0",7495.5405,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535364,2020-06-08,9,6,2020,"27.8.c","PTB_MPD_>=55_0_0",1395.5495,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535380,2020-06-10,11,6,2020,"27.8.c","PTB_MPD_>=55_0_0",4293.5836,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535453,2020-06-14,15,6,2020,"27.8.c","PTB_MPD_>=55_0_0",7290.6291,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535500,2020-06-15,16,6,2020,"27.8.c","PTB_MPD_>=55_0_0",2834.3555,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535533,2020-06-16,17,6,2020,"27.8.c","PTB_MPD_>=55_0_0",3481.8089,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",535550,2020-06-17,18,6,2020,"27.8.c","PTB_MPD_>=55_0_0",2152.7841,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",537552,2020-09-01,2,9,2020,"27.8.c","PTB_MPD_>=55_0_0",4325.2071,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",537582,2020-09-02,3,9,2020,"27.8.c","PTB_MPD_>=55_0_0",2228.0815,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",537637,2020-09-06,7,9,2020,"27.8.c","PTB_MPD_>=55_0_0",3551.92,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",537667,2020-09-07,8,9,2020,"27.8.c","PTB_MPD_>=55_0_0",2219.8733,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",537720,2020-09-09,10,9,2020,"27.8.c","PTB_MPD_>=55_0_0",2220.238,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",537785,2020-09-13,14,9,2020,"27.8.c","PTB_MPD_>=55_0_0",4295.2439,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",537860,2020-09-14,15,9,2020,"27.8.c","PTB_MPD_>=55_0_0",1370.4756,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",537912,2020-09-16,17,9,2020,"27.8.c","PTB_MPD_>=55_0_0",4662.6832,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",537985,2020-09-20,21,9,2020,"27.8.c","PTB_MPD_>=55_0_0",3280.3508,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538049,2020-09-22,23,9,2020,"27.8.c","PTB_MPD_>=55_0_0",3326.293,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538093,2020-09-23,24,9,2020,"27.8.c","PTB_MPD_>=55_0_0",692.611,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538178,2020-09-28,29,9,2020,"27.8.c","PTB_MPD_>=55_0_0",1514.3022,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538305,2020-09-30,1,10,2020,"27.8.c","PTB_MPD_>=55_0_0",3686.2846,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538372,2020-10-01,5,10,2020,"27.8.c","PTB_MPD_>=55_0_0",1997.888,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538415,2020-10-06,7,10,2020,"27.8.c","PTB_MPD_>=55_0_0",3032.4957,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538472,2020-10-08,8,10,2020,"27.8.c","PTB_MPD_>=55_0_0",1215.8081,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538554,2020-10-11,12,10,2020,"27.8.c","PTB_MPD_>=55_0_0",7589.415,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538635,2020-10-12,13,10,2020,"27.8.c","PTB_MPD_>=55_0_0",1485.2878,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538707,2020-10-14,15,10,2020,"27.8.c","PTB_MPD_>=55_0_0",1541.408,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538830,2020-10-18,19,10,2020,"27.8.c","PTB_MPD_>=55_0_0",3927,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",538924,2020-10-19,20,10,2020,"27.8.c","PTB_MPD_>=55_0_0",0,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",539171,2020-10-25,26,10,2020,"27.8.c","PTB_MPD_>=55_0_0",9013.7438,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",539216,2020-10-27,28,10,2020,"27.8.c","PTB_MPD_>=55_0_0",1807.3459,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",539372,2020-11-01,2,11,2020,"27.8.c","PTB_MPD_>=55_0_0",6583.26,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",539568,2020-11-03,4,11,2020,"27.8.c","PTB_MPD_>=55_0_0",4973.109,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",539594,2020-11-04,5,11,2020,"27.8.c","PTB_MPD_>=55_0_0",847.2846,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",539767,2020-11-08,9,11,2020,"27.8.c","PTB_MPD_>=55_0_0",3168.312,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",539867,2020-11-09,10,11,2020,"27.8.c","PTB_MPD_>=55_0_0",2528.1344,"PTB_MPD_>=55_0_0",TRUE
"ANDREKALA BERRIA","Ondarroa","ARRASTRE DE FONDO EN CANTABRICO NW",540011,2020-11-11,12,11,2020,"27.8.c","PTB_MPD_>=55_0_0",3608.9206,"PTB_MPD_>=55_0_0",TRUE
