"Nombre_Buque","Puerto_Base","Censo","Trip","Fecha_Desembarco","Dia","Mes","Ano","Zona2","Metier","Demersales","Mixto","Otras","Pelagico","Total","P_dem","P_pel","P_mix","P_otr","Metier_Rev","check"
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",538634,2020-10-09,12,10,2020,"27.8.c","OTB_DEF_>=55_0_0",1125.57,0,578.66,169,1873.23,0.6,0.09,0,0.31,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",538847,2020-10-18,19,10,2020,"27.8.c","OTB_DEF_>=55_0_0",3947.41,21,2085.42,1565,7618.83,0.52,0.21,0,0.27,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",539082,2020-10-21,22,10,2020,"27.8.c","OTB_DEF_>=55_0_0",2073.64,4,1435.6,702,4215.24,0.49,0.17,0,0.34,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",539188,2020-10-23,26,10,2020,"27.8.c","OTB_DEF_>=55_0_0",1355.88,11,489.63,154,2010.51,0.67,0.08,0.01,0.24,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",539482,2020-11-01,2,11,2020,"27.8.c","OTB_DEF_>=55_0_0",7058.74,93,2034.77,886,10072.51,0.7,0.09,0.01,0.2,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",539489,2020-11-02,3,11,2020,"27.8.c","OTB_DEF_>=55_0_0",849,28,361.74,329,1567.74,0.54,0.21,0.02,0.23,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",539806,2020-11-06,9,11,2020,"27.8.c","OTB_DEF_>=55_0_0",3966.11,54,1467.92,1727,7215.03,0.55,0.24,0.01,0.2,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",552392,2020-11-18,19,11,2020,"27.8.c","OTB_DEF_>=55_0_0",3684.75,28,1830.51,72,5615.26,0.66,0.01,0,0.33,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",552703,2020-11-25,26,11,2020,"27.8.c","OTB_DEF_>=55_0_0",2400.43,11,1038.2,1283,4732.63,0.51,0.27,0,0.22,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",552806,2020-11-29,30,11,2020,"27.8.c","OTB_DEF_>=55_0_0",2734.87,27,1417.5,1580,5759.37,0.47,0.27,0,0.25,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",552966,2020-12-02,3,12,2020,"27.8.c","OTB_DEF_>=55_0_0",2612.31,10,1286.58,1219,5127.89,0.51,0.24,0,0.25,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",553019,2020-12-03,4,12,2020,"27.8.c","OTB_DEF_>=55_0_0",561.21,26,403.27,102,1092.48,0.51,0.09,0.02,0.37,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",553092,2020-12-09,10,12,2020,"27.8.c","OTB_DEF_>=55_0_0",1119.71,11.5,373.05,3961.5,5465.76,0.2,0.72,0,0.07,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",553103,2020-12-11,11,12,2020,"27.8.c","OTB_DEF_>=55_0_0",483.69,244,497.76,16,1241.45,0.39,0.01,0.2,0.4,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",553125,2020-11-15,16,11,2020,"27.8.c","OTB_DEF_>=55_0_0",3034.58,78,1400.02,72,4584.6,0.66,0.02,0.02,0.31,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",553162,2020-12-14,15,12,2020,"27.8.c","OTB_DEF_>=55_0_0",1711.93,32,934.03,2774,5451.96,0.31,0.51,0.01,0.17,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",553211,2020-12-15,16,12,2020,"27.8.c","OTB_DEF_>=55_0_0",422.77,228,244.84,7138.5,8034.11,0.05,0.89,0.03,0.03,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",553330,2020-12-17,18,12,2020,"27.8.c","OTB_DEF_>=55_0_0",1037.3,756,672.12,375,2840.42,0.37,0.13,0.27,0.24,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",553420,2020-12-18,21,12,2020,"27.8.c","OTB_DEF_>=55_0_0",465.37,275,372.85,50,1163.22,0.4,0.04,0.24,0.32,"OTB_DEF_>=55_0_0",TRUE
"VILABOA UNO","Santander","ARRASTRE DE FONDO EN CANTABRICO NW",534553,2020-05-12,12,5,2020,"27.8.c","OTB_DEF_>=55_0_0",101.38,0,0,7892,7993.38,0.01,0.99,0,0,"OTB_SPF_>=55_0_0",FALSE
"VILABOA UNO","Santander","ARRASTRE DE FONDO EN CANTABRICO NW",534640,2020-05-13,14,5,2020,"27.8.c","OTB_DEF_>=55_0_0",104.69,0,0,5932,6036.69,0.02,0.98,0,0,"OTB_SPF_>=55_0_0",FALSE
"VILABOA UNO","Santander","ARRASTRE DE FONDO EN CANTABRICO NW",534727,2020-05-19,19,5,2020,"27.8.c","OTB_DEF_>=55_0_0",229.71,0,47,7885,8161.71,0.03,0.97,0,0.01,"OTB_SPF_>=55_0_0",FALSE
