"IdBuque","fcCambio","Nombre","CodigoCFR","EsloraTotal","EsloraPP","ArqueoGT","FechaCambioDatosTecnicos","FechaCambioDatosMotor","PotenciaPropulsionTotalKW","FcCambioIdentificacion","PuertoBase","AL5_PuertoBase","ProvinciaPuertoBase","CensoPorModalidad","FcEfectoInicial","fcCambio2"
26461,2014-11-17,"ANGELITO","ESP000000549",5.54,NA,0.89,1989-05-10,2014-11-17,16.18097,1989-05-10,"Muros","ESMRS","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-11-17
26470,2017-08-21,"LAVANDEIRA","ESP000000561",5.6,NA,1.29,1989-05-10,2017-08-21,14.70997,2003-05-30,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2017-08-21
26478,2011-02-02,"MARCELO","ESP000000570",5.53,NA,0.99,1989-05-10,2011-02-02,22.06496,2005-07-04,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2011-02-02
26487,2017-10-10,"PESCADOR SEGUNDO","ESP000000582",5.55,NA,1.25,1989-05-10,2017-10-10,14.70997,1989-05-10,"Muros","ESMRS","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2017-10-10
26493,2018-06-20,"BERTA IV","ESP000000590",5.32,NA,1.16,1989-05-10,2017-07-18,3.67749,2018-06-20,"Muros","ESMRS","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-06-20
26530,1991-06-04,"MIÑO","ESP000000631",10.9,NA,6.49,1989-05-10,1991-06-04,55.1624,1989-05-10,"Portonovo","ESZJN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1991-06-04
26602,1999-03-12,"ESPERANZA DEL MAR","ESP000000719",9.9,NA,4.66,1989-05-10,1989-05-10,44.86542,1999-03-12,"Agaete","ESAGA","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,1999-03-12
26625,2000-01-03,"ALBACORA CUATRO","ESP000000755",83.45,71.35,2082,1999-06-07,2000-01-03,2941.995,1989-05-10,"Vigo","ESVGO","PONTEVEDRA","ATUNEROS CERQUEROS CONGELADORES EN OCEANO ATLANTICO, INDICO Y PACIFICO",1989-05-10,2000-01-03
26632,2017-06-28,"EL BARRANCO","ESP000000763",17.64,15.86,46.54,2015-07-28,1991-02-14,154.45473,2017-06-28,"Almería","ESLEI","ALMERIA","CERCO EN EL MEDITERRANEO",1989-05-10,2017-06-28
26634,2011-01-19,"EL PARALERO","ESP000000765",13.39,NA,13.1,1989-05-10,2011-01-19,82.37586,1989-05-10,"Vilanova y la Geltrú","ESVLG","BARCELONA","CERCO EN EL MEDITERRANEO",1989-05-10,2011-01-19
26645,2015-09-07,"MARI SOL","ESP000000778",10.4,NA,8.23,1999-10-26,2015-09-07,33.09,1989-06-14,"Tarragona","ESTAR","TARRAGONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2015-09-07
26646,1997-02-01,"MARIA","ESP000000779",6.1,NA,2.12,1989-05-10,1989-05-10,36.77493,1997-02-01,"Arenys de Mar","ESARN","BARCELONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1997-02-01
26648,1989-05-10,"COSTA CASTELL","ESP000000781",8.7,7,3.56,1989-05-10,1989-05-10,30.89094,1989-05-10,"Vilanova y la Geltrú","ESVLG","BARCELONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
26649,1993-06-17,"PILAR PEÑA","ESP000000782",20.08,18.9,49.43,1989-05-10,1993-06-17,220.64962,1989-05-10,"Vilanova y la Geltrú","ESVLG","BARCELONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,1993-06-17
26652,2008-05-27,"CAMPEADOR","ESP000000786",9.05,NA,5.79,1989-05-10,1992-01-01,23.53596,2008-05-27,"Vilanova y la Geltrú","ESVLG","BARCELONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2008-05-27
26657,2011-01-27,"BUTELLA","ESP000000792",17.25,NA,26.55,1989-05-10,2011-01-27,187.55218,1989-05-10,"Vilanova y la Geltrú","ESVLG","BARCELONA","CERCO EN EL MEDITERRANEO",1989-05-10,2011-01-27
26659,2008-09-03,"PATRICIO","ESP000000794",8.94,NA,2.75,1989-05-10,1989-05-10,16.91647,2008-09-03,"Almería","ESLEI","ALMERIA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2008-09-03
26682,1989-05-10,"ENCARNA","ESP000000819",6.62,6.4,1.89,1989-05-10,1989-05-10,22.06496,1989-05-10,"San Pol de Mar","ESZME","BARCELONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
26689,1997-10-01,"JOAQUINA","ESP000000828",9.92,8.27,4.67,1989-05-10,1989-05-10,44.12992,1997-10-01,"Algeciras","ESALG","CADIZ","CERCO EN EL MEDITERRANEO",1989-05-10,1997-10-01
26697,2017-05-30,"COSTA DE ADRA","ESP000000837",17.48,15.08,26.71,1989-05-10,1989-11-24,172.8422,2017-05-30,"Adra","ESADR","ALMERIA","CERCO EN EL MEDITERRANEO",1989-05-10,2017-05-30
26700,2015-12-31,"PESCALBA DOS","ESP000000840",16.99,15.8,37.16,1989-05-10,1989-05-10,220.64962,2015-12-31,"Barcelona","ESBCN","BARCELONA","CERCO EN EL MEDITERRANEO",1993-12-01,2015-12-31
26810,1989-05-10,"PLAYA DEL PINET","ESP000000977",10.4,NA,5.45,1989-05-10,1989-05-10,75.02087,1989-05-10,"Santa Pola","ESSPO","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
26815,2000-02-25,"LUISA Y JOSE","ESP000000982",10.25,8.5,4.76,1989-05-10,2000-02-25,62.51739,1989-05-10,"Santa Pola","ESSPO","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2000-02-25
26816,2003-06-30,"BAUTISTA","ESP000000983",9.45,6.1,3.94,2003-06-30,1995-11-14,46.33642,1989-05-10,"Alicante","ESALC","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2003-06-30
26838,2009-02-09,"CURNIOLA","ESP000001011",11.36,NA,8.15,1989-05-10,2009-02-09,70.60788,1989-05-10,"Ciudadela","ESQIU","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2009-02-09
26839,2004-09-22,"DESEO","ESP000001012",8.6,NA,3.06,1989-05-10,2004-09-22,60.31089,1990-05-09,"Ibiza","ESIBZ","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1990-05-09,2004-09-22
26843,2003-07-24,"IBIS TERCERO","ESP000001019",8.48,NA,2.3,1989-05-10,2003-07-24,41.18793,1989-05-10,"Ciudadela","ESQIU","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2003-07-24
26845,1989-05-10,"JUANITA","ESP000001022",9.35,NA,3.23,1989-05-10,1989-05-10,33.83294,1989-05-10,"Ciudadela","ESQIU","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
26846,2007-10-02,"LLUM I VIDA","ESP000001023",8.85,NA,3.5,1989-05-10,2005-11-04,63.25289,2007-10-02,"Ibiza","ESIBZ","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2007-10-02
26848,2007-03-27,"MERCEDES","ESP000001027",7.3,NA,1.6,1989-05-10,2007-03-27,33.09744,1989-05-10,"Ciudadela","ESQIU","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2007-03-27
26944,2011-11-10,"AURA DEL CARMEN","ESP000001146",13.08,12.9,10.46,1999-10-26,2000-10-04,138.27376,2011-11-10,"Taliarte - Melenara","ESTAN","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,2011-11-10
26946,2012-06-20,"CLUB MERY","ESP000001148",11.1,9.8,6.04,1992-11-19,1995-02-23,72.07887,2012-06-20,"Orzola","ESOZL","LAS PALMAS","ARTES MENORES EN CANARIAS",1992-11-19,2012-06-20
26957,2016-08-09,"MARIA ISABEL","ESP000001161",8.12,NA,2.26,1989-05-10,2009-06-10,11.76798,2016-08-09,"Puerto del Carmen","ESPUC","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,2016-08-09
26957,2019-04-24,"MARIA ISABEL","ESP000001161",8.12,NA,2.26,1989-05-10,2009-06-10,11.76798,2019-04-24,"Playa Blanca","ESQLY","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,2019-04-24
26958,2018-11-15,"TEIDE SEGUNDO","ESP000001162",15.94,13.8,17.87,1989-05-10,2018-11-15,95.59,2018-08-01,"Arrecife de Lanzarote","ESACE","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,2018-11-15
26959,2018-08-30,"SAN LORENZO","ESP000001163",7.8,NA,2.4,2018-08-30,1999-06-29,5.22204,2017-06-08,"La Restinga","ESLAF","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2018-08-30
26962,2017-11-22,"TABARCA","ESP000001166",8.33,NA,2.32,2007-12-14,1989-05-10,5.14849,2017-11-22,"La Restinga","ESLAF","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2017-11-22
26964,2009-06-02,"HALCON","ESP000001168",9.7,NA,5,1989-05-10,1989-05-10,74.02059,2009-06-02,"Playa San Juan - Guia Isora","ESPSJ","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",2002-10-25,2009-06-02
26965,2009-03-25,"AFORTUNADO","ESP000001169",7.6,6.65,1.9,2009-03-25,2009-03-24,26.47795,2006-06-21,"La Restinga","ESLAF","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2009-03-25
26968,2017-09-06,"LA NIÑA","ESP000001174",5.34,NA,0.72,1989-05-10,2017-09-06,5.51624,2017-06-08,"El Pris - Tacoronte","ESZMG","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2017-09-06
26977,2015-12-01,"ESTRELLA DEL NORTE II","ESP000001183",12.8,11.07,15.7,1989-05-10,2009-02-20,117.6798,2012-10-05,"Playa San Juan - Guia Isora","ESPSJ","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",2015-12-01,2015-12-01
26978,2009-01-29,"IRIMAR DEL CARMEN","ESP000001184",10.95,10.3,6.16,1989-05-10,1998-03-23,70.60788,2009-01-29,"Taliarte - Melenara","ESTAN","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,2009-01-29
26978,2019-05-15,"IRIMAR DEL CARMEN","ESP000001184",10.95,10.3,6.16,1989-05-10,1998-03-23,70.60788,2019-05-15,"Tazacorte","ESTAZ","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2019-05-15
27172,1991-03-01,"DOS AMIGOS","ESP000001412",9.63,8.12,4.81,1989-05-10,1991-03-01,36.77493,1989-05-10,"Benicarlo","ESBNI","CASTELLON","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1991-03-01
27172,2019-02-19,"DOS AMIGOS","ESP000001412",9.63,8.12,4.81,1989-05-10,1991-03-01,36.77493,2019-02-19,"Peñíscola","ESPNL","CASTELLON","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2019-02-19
27182,2017-12-14,"JOSEINES","ESP000001426",12.7,10.95,10.5,1989-05-10,1989-05-10,99.29233,2017-12-14,"Adra","ESADR","ALMERIA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2017-12-14
27186,1998-11-12,"MARIA JOSE","ESP000001432",7.1,6.2,2.22,1989-05-10,1989-05-10,6.61948,1998-11-12,"Peñíscola","ESPNL","CASTELLON","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1998-11-12
27238,2006-08-31,"SAN JUAN","ESP000001501",7.75,7.45,4.38,1989-05-10,1994-10-20,63.98839,2006-08-31,"La Linea de la Concepción","ESLLI","CADIZ","CERCO EN EL MEDITERRANEO",1989-05-10,2006-08-31
27253,2018-11-27,"EL MELENA","ESP000001522",10.32,NA,7.9,1989-05-10,2018-11-27,27.94,2017-07-03,"Algeciras","ESALG","CADIZ","ARTES MENORES EN EL MEDITERRANEO",2007-09-03,2018-11-27
27268,2001-09-12,"CABO NEGRO","ESP000001541",13.23,NA,13.38,1989-05-10,2001-09-12,75.02087,1998-07-06,"Ceuta","ESCEU","CEUTA","CERCO EN EL MEDITERRANEO",1989-05-10,2001-09-12
27324,2004-11-10,"CONSTANCIA","ESP000001600",16.5,14.83,26.36,1989-05-10,2004-11-10,180.93269,1989-05-10,"Vilanova y la Geltrú","ESVLG","BARCELONA","CERCO EN EL MEDITERRANEO",1989-05-10,2004-11-10
27328,2000-10-24,"RUIXIM","ESP000001604",9.5,NA,5,1989-05-10,2000-10-24,75.02087,1989-05-10,"Sitges","ESSIT","BARCELONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2000-10-24
27329,1998-12-15,"NEUS II","ESP000001605",8.05,NA,3.69,1989-05-10,1989-05-10,41.18793,1998-12-15,"Calella de la Costa","ESLEL","BARCELONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1998-12-15
27333,1989-05-10,"NURIA","ESP000001609",5.33,NA,0.85,1989-05-10,1989-05-10,18.38746,1989-05-10,"Sitges","ESSIT","BARCELONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
27344,2018-08-21,"JUAN Y VIRGILIO","ESP000001623",22.47,18,47.56,1989-05-10,2018-08-21,271.4,1996-08-30,"Palamós","ESPAL","GERONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2018-08-21
26096,2016-05-16,"IZAR ALDE","ESP000000125",34.2,29.3,175,1989-05-10,2015-04-14,588.399,2008-01-01,"Arrecife de Lanzarote","ESACE","LAS PALMAS","ATUNEROS CAÑEROS CANARIAS",2016-05-16,2016-05-16
26112,2017-11-03,"LAYUNO ZALLO","ESP000000141",18.64,15.4,37.32,2013-05-03,1989-05-10,125.03478,2017-11-03,"Puerto del Carmen","ESPUC","LAS PALMAS","ATUNEROS CAÑEROS CANARIAS",2016-05-16,2017-11-03
26229,1998-03-31,"SIEMPRE FORTUNA","ESP000000265",9.76,NA,3.44,1989-05-10,1989-05-10,44.12992,1998-03-31,"Burela","ESBRL","LUGO","ARTES MENORES EN CANTABRICO NW",1998-03-27,1998-03-31
26241,2013-08-06,"NUEVO EBENEZER","ESP000000279",28.15,26.01,238,2013-08-06,2006-04-21,485.42917,1989-05-10,"Burela","ESBRL","LUGO","ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.",1989-05-10,2013-08-06
26281,2000-09-20,"GONRUBEN","ESP000000334",8.55,NA,3.05,1989-05-10,2000-09-20,17.65197,1998-03-31,"Burela","ESBRL","LUGO","ARTES MENORES EN CANTABRICO NW",1998-03-18,2000-09-20
26293,2000-03-20,"MADOBE","ESP000000348",28,NA,112,2000-03-20,1999-09-06,563.39204,1989-05-10,"Tarragona","ESTAR","TARRAGONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2000-03-20
26308,1991-04-30,"F.PONS","ESP000000368",26,NA,82.79,1989-05-10,1991-04-30,445.71224,1989-05-10,"Tarragona","ESTAR","TARRAGONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,1991-04-30
26311,2002-12-23,"MARIA FERRE DOS","ESP000000371",28,NA,96.97,1989-05-10,2002-12-23,514.84912,1989-05-10,"Tarragona","ESTAR","TARRAGONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2002-12-23
26317,2000-11-22,"PACHINANDO","ESP000000377",17.78,14.25,22.89,1989-05-10,2000-11-22,294.1995,1989-05-10,"Vilanova y la Geltrú","ESVLG","BARCELONA","CERCO EN EL MEDITERRANEO",1989-05-10,2000-11-22
26319,1989-05-10,"CHIMO","ESP000000379",15.7,NA,30.88,1989-05-10,1989-05-10,210.35264,1989-05-10,"Tarragona","ESTAR","TARRAGONA","CERCO EN EL MEDITERRANEO",1989-05-10,1989-05-10
26324,2019-02-11,"KIL PETIT","ESP000000384",16.4,NA,30.01,1989-05-10,2015-03-20,202.26215,2019-02-11,"Cambrils","ESCBL","TARRAGONA","CERCO EN EL MEDITERRANEO",1989-05-10,2019-02-11
26353,2002-04-29,"HERMANOS BRULL VILA","ESP000000414",20,NA,34.93,1989-05-10,2002-04-29,294.1995,1989-05-10,"La Ametlla De Mar","ESKLL","TARRAGONA","CERCO EN EL MEDITERRANEO",1989-05-10,2002-04-29
26360,2006-06-20,"AVANZA","ESP000000421",15.1,13.5,18.77,1989-05-10,1994-06-23,47.80741,2006-06-20,"Palamós","ESPAL","GERONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2006-06-20
26363,2005-05-11,"BELL HORITZO","ESP000000424",23.42,20.16,67.38,2003-11-05,2005-05-11,416.29,1989-05-10,"La Ametlla De Mar","ESKLL","TARRAGONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2005-05-11
26367,2000-10-16,"CIROAG","ESP000000428",21.3,18.71,53.9,1989-05-10,2000-10-16,316.26446,1989-05-10,"La Ametlla De Mar","ESKLL","TARRAGONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2000-10-16
26387,1999-11-24,"ENRIQUETA","ESP000000452",9.15,7.2,3.65,1989-05-10,1999-11-24,35.30394,1989-05-10,"La Ametlla De Mar","ESKLL","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1999-11-24
26388,1998-05-18,"HERMANOS SALISFREDO","ESP000000453",10.88,NA,4.24,1989-05-10,1998-05-18,51.48491,1996-10-03,"Valencia","ESVLC","VALENCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1998-05-18
26392,1996-03-11,"LOS BICHOS","ESP000000457",9.65,NA,4.84,1989-05-10,1996-03-11,33.83294,1989-05-10,"La Ametlla De Mar","ESKLL","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1996-03-11
26394,1991-08-08,"MARIA","ESP000000459",10.12,NA,6.48,1989-05-10,1991-08-08,36.77493,1989-05-10,"La Ametlla De Mar","ESKLL","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1991-08-08
26395,2011-02-04,"MIGUEL Y PAQUITA","ESP000000460",11.45,NA,5.87,1989-05-10,1999-11-09,44.12992,2011-02-04,"Cambrils","ESCBL","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2011-02-04
26401,1989-05-10,"JAUME I","ESP000000468",13.03,NA,18.14,1989-05-10,1989-05-10,169.16471,1989-05-10,"Ampolla","ESLAA","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
26407,1993-02-10,"LA PUBILLA","ESP000000475",13.2,NA,9.25,1989-05-10,1993-02-10,84.58235,1989-05-10,"Deltebre","ESDEL","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1993-02-10
26433,2001-11-16,"MARBELLA","ESP000000518",11.05,NA,7.98,1989-05-10,2001-11-16,69.13688,1989-05-10,"Santa Cruz de Tenerife","ESSCT","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2001-11-16
26434,2009-02-10,"LEON","ESP000000519",11.89,NA,8.64,1989-05-10,2007-05-08,84.58235,2009-02-10,"Puerto del Carmen","ESPUC","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,2009-02-10
26438,2010-06-07,"SAN PEDRO","ESP000000524",10.31,NA,4.81,1989-05-10,2002-04-25,29.41995,2010-06-07,"Arrecife de Lanzarote","ESACE","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,2010-06-07
26454,2018-02-05,"PLAYA DE TAJAO","ESP000000541",10.59,9.75,6.06,1989-05-10,1989-05-10,55.1624,1989-05-10,"San Miguel de Tajao","ESMDT","SANTA CRUZ DE TENERIFE","ATUNEROS CAÑEROS CANARIAS",2018-02-05,2018-02-05
26457,2005-11-08,"EL UNION","ESP000000544",11.79,10,7.41,1989-05-10,2004-03-17,69.87238,2005-11-08,"Gran Tarajal","ESGTL","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,2005-11-08
27345,1989-12-19,"PEIX BLAU","ESP000001624",18.32,15.38,37.46,1989-05-10,1989-12-19,210.35264,1989-05-10,"Vilanova y la Geltrú","ESVLG","BARCELONA","CERCO EN EL MEDITERRANEO",1989-05-10,1989-12-19
27352,2018-03-07,"SILVIA","ESP000001631",7.75,NA,1.99,1989-05-10,1995-05-18,29.41995,2018-03-07,"Torredembarra","ESTRR","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2018-03-07
27356,2010-12-21,"JOVEN ROCA","ESP000001636",9.4,NA,9.36,1989-05-10,1989-05-10,27.21345,2010-12-21,"Vilanova y la Geltrú","ESVLG","BARCELONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2010-12-21
27364,2000-10-18,"LLEBEX","ESP000001644",9.86,NA,4.7,1989-05-10,1989-05-10,73.54987,2000-10-18,"Vilanova y la Geltrú","ESVLG","BARCELONA","PALANGRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2000-10-18
27387,2016-05-16,"NUEVO JUAN SANTANA","ESP000001672",33.55,NA,148,1989-05-10,2011-03-10,441.29925,2010-10-19,"Los Abrigos","ESABG","SANTA CRUZ DE TENERIFE","ATUNEROS CAÑEROS CANARIAS",2016-05-16,2016-05-16
27421,1997-02-01,"CAYETANO RUSO","ESP000001713",10.07,9,4.86,1989-05-10,1993-10-15,63.25289,1997-02-01,"Santa Pola","ESSPO","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1997-02-01
27470,2016-08-23,"VENTOLERA","ESP000001780",4.72,NA,0.74,1989-05-10,2016-08-23,11.03248,1998-09-09,"Carril","ESCIL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1999-01-07,2016-08-23
27478,2008-07-21,"GOLFA","ESP000001790",4.68,NA,0.74,1989-05-10,2008-07-21,14.70997,1989-05-10,"Carril","ESCIL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2008-07-21
27488,2003-07-22,"CARMELO","ESP000001801",5.35,NA,0.54,1989-05-10,2003-07-22,18.38746,2001-02-07,"Arcade","ESAAE","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2003-07-22
27493,2005-04-01,"EL SEÑORITO","ESP000001806",7.3,6.2,1.83,1989-05-10,2005-04-01,29.41995,1989-05-10,"Águilas","ESAGU","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2005-04-01
27521,2000-01-20,"JULIO Y MARIA","ESP000001840",7.37,5,2.58,1999-10-26,2000-01-20,15.44547,1989-05-10,"Águilas","ESAGU","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2000-01-20
27539,2009-04-24,"RICARDO PRIMERO","ESP000001870",8.5,NA,3.44,1989-05-10,1989-05-10,44.86542,2009-04-24,"Arguineguín","ESARI","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,2009-04-24
27577,1998-12-15,"DOS GERMANS","ESP000001916",5.94,NA,0.86,1989-05-10,1998-12-15,10.29698,1989-05-10,"Mahón","ESMAH","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1998-12-15
27587,2018-05-21,"AMANECER SEGUNDO","ESP000001926",5.94,NA,0.86,1989-05-10,1989-05-10,24.27145,2018-05-21,"Ibiza","ESIBZ","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2018-05-21
27593,2015-08-28,"REYNES Y REGINA","ESP000001934",5.98,NA,0.85,1989-05-10,1990-03-27,11.03248,2015-08-28,"San Antonio Abad","ESSAA","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2015-08-28
27596,2011-07-07,"MARIA II","ESP000001939",7.44,NA,1.84,1989-05-10,1989-05-10,29.41995,2011-07-07,"Mahón","ESMAH","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2011-07-07
27640,2003-06-16,"GOMEZ RIERA","ESP000001989",9.5,NA,9.61,1989-05-10,2003-06-16,44.12992,1995-01-02,"Tarifa","ESTRF","CADIZ","PALANGRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2003-06-16
27733,2018-09-07,"VICTORIA","ESP000002104",9.07,7.58,2.96,1989-05-10,1989-05-10,31.62644,2018-09-07,"Guardamar del Segura","ESGDS","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2018-09-07
27745,2010-04-14,"LAZARO","ESP000002116",7.52,7.44,1.96,1989-05-10,2003-05-14,19.85846,2010-04-14,"Villajoyosa","ESVJY","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2010-04-14
27762,2019-02-06,"JORDI E ISABEL","ESP000002136",6.9,6,1.26,1989-05-10,1989-05-10,23.53596,2019-02-06,"Sagunto","ESSAG","VALENCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2019-02-06
27794,2014-12-04,"ENVIDIOSA","ESP000002176",6.5,NA,1.68,1994-04-11,2014-11-17,18.38746,2014-12-04,"El Grove","ESEGR","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1994-04-11,2014-12-04
27825,2014-11-11,"FINA","ESP000002215",5.72,NA,1.12,1989-05-10,2014-01-22,18.38746,2014-11-11,"Moaña","ESMOA","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-11-11
27842,2018-06-19,"ARAU","ESP000002237",6.92,NA,2.46,2018-06-19,1989-05-10,18.005,2007-08-27,"Cangas","ESCAG","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-06-19
27872,2008-08-28,"ME VOY","ESP000002277",8.17,6.55,1.7,1989-05-10,2002-04-03,6.61948,2008-08-28,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2008-08-28
27881,2018-08-14,"SAN PEDRITO","ESP000002288",8.64,NA,3.37,1989-05-10,2018-08-14,0,2016-10-18,"La Coruña","ESLCG","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1998-03-25,2018-08-14
27891,2005-05-03,"FLOR DEL MAR","ESP000002298",7.3,6,1.67,1989-05-10,1989-05-10,13.97447,2005-05-03,"Sada","ESSAD","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2005-05-03
27909,2014-05-20,"MARBA","ESP000002316",5.85,NA,1.55,1989-05-10,2014-05-20,22.06496,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-05-20
27916,1989-05-10,"COLON","ESP000002324",7.1,NA,1.47,1989-05-10,1989-05-10,11.76798,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
27917,2016-02-22,"A RIANXEIRA","ESP000002326",5.06,NA,1.01,1989-05-10,2016-02-22,11.03248,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2016-02-22
27930,1997-01-23,"ELVI EXPRES","ESP000002342",8.1,NA,2.52,1989-05-10,1997-01-23,16.91647,1994-12-16,"Combarro","ESCBY","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1997-01-23
27939,2015-02-27,"LOS BRAVOS","ESP000002352",8,NA,3.53,1989-05-10,1996-02-13,23.53596,2015-02-27,"Carril","ESCIL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2015-02-27
