"IdBuque","fcCambio","Nombre","CodigoCFR","EsloraTotal","EsloraPP","ArqueoGT","FechaCambioDatosTecnicos","FechaCambioDatosMotor","PotenciaPropulsionTotalKW","FcCambioIdentificacion","PuertoBase","AL5_PuertoBase","ProvinciaPuertoBase","CensoPorModalidad","FcEfectoInicial","fcCambio2"
45389,1992-06-10,"PIZARRO","ESP000051741",5.43,NA,1.29,1989-05-10,1992-06-10,22.06496,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1992-06-10
45390,2002-12-19,"MONICA","ESP000051742",5.4,4.8,1.27,1989-05-10,2002-12-19,12.50347,1989-05-10,"Cambados","ESCBD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2002-12-19
45396,2001-11-13,"PELON","ESP000051748",4.7,NA,0.64,1989-05-10,2001-11-13,2.94199,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2001-11-13
45397,2014-03-05,"SOLITA","ESP000051749",4.95,4.4,0.99,1989-06-30,2014-03-05,29.41995,1989-06-30,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-06-30,2014-03-05
45403,2010-09-22,"CANDEAN","ESP000051755",5.53,NA,1.16,1989-05-10,2010-09-22,11.03248,2002-04-18,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-09-22
45407,2015-09-18,"CELIA","ESP000051759",4.95,NA,0.76,1989-05-10,2015-09-18,5.88399,1989-05-10,"Combarro","ESCBY","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2015-09-18
45409,2018-09-14,"CLARA MARIA","ESP000051761",5.26,NA,0.99,1989-05-10,2018-09-14,14.71,1989-05-10,"Combarro","ESCBY","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-09-14
45410,2015-02-03,"CANADIA","ESP000051762",5.4,NA,1.12,1989-05-10,2015-02-03,36.77493,1989-05-10,"Combarro","ESCBY","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2015-02-03
45415,2010-11-26,"ANGEL DEL MAR","ESP000051767",6.23,NA,1.54,1989-05-10,2010-11-26,4.41299,2001-02-15,"El Grove","ESEGR","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-11-26
45420,2014-03-12,"CANGREXO","ESP000051772",5.4,3.6,1.15,1989-06-30,2014-03-12,22.06496,1989-06-30,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-06-30,2014-03-12
45421,2003-05-19,"INFANTA","ESP000051773",4.45,4.4,0.49,1989-05-10,2003-05-19,4.41299,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2003-05-19
45423,2014-04-22,"ESTELA","ESP000051775",4.9,NA,0.8,1989-05-10,2014-04-22,22.06496,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-22
45424,2010-11-22,"OLAYA","ESP000051776",5.3,4.5,1.11,1989-05-10,2010-11-22,18.38746,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-11-22
45426,2010-11-22,"HURACAN DOS","ESP000051778",5.3,4.7,0.91,1987-12-31,2010-11-22,36.77493,1987-12-31,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1988-02-25,2010-11-22
45428,2004-09-14,"PRINCESA DOS","ESP000051780",4.7,4.4,0.63,1989-05-10,2002-12-19,5.88399,2004-09-14,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2004-09-14
45430,2014-07-07,"CHATA","ESP000051782",4.9,4.7,1,1989-06-30,2014-07-07,22.06496,1989-06-30,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-06-30,2014-07-07
45431,2014-07-15,"FRANCISCA","ESP000051783",5.3,NA,1.11,1989-05-10,2014-07-15,18.38746,1998-09-30,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-07-15
45432,2007-09-10,"LIRA","ESP000051784",5.14,NA,0.99,1989-05-10,1989-05-10,2.94199,2004-11-23,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",2007-09-10,2007-09-10
45435,1989-05-10,"BOUZAS","ESP000051787",5.75,4.98,1.25,1989-05-10,1989-05-10,22.06496,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45436,2000-04-18,"ANI","ESP000051788",5.3,NA,0.86,1989-05-10,2000-04-18,22.06496,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2000-04-18
45437,1998-01-20,"DIZ","ESP000051789",5.3,4.98,1.07,1989-05-10,1998-01-20,22.06496,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1998-01-20
45439,1989-05-10,"LOTE","ESP000051791",5.45,4.7,1.28,1989-05-10,1989-05-10,18.38746,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45440,2017-08-25,"CARLA","ESP000051792",5.25,4.45,1.07,1989-05-10,2017-08-25,14.70997,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2017-08-25
45441,2010-11-26,"LINDA","ESP000051793",5.25,4.45,1.03,1989-05-10,2010-11-26,36.77493,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-11-26
45442,2002-06-18,"RASA","ESP000051794",4.95,NA,0.76,1989-05-10,2002-06-18,22.06496,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2002-06-18
45443,2002-09-04,"GARZA","ESP000051795",5.3,4.98,1.07,1989-06-30,2002-09-04,18.38746,1989-06-30,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-06-30,2002-09-04
45444,2014-03-05,"LAXES","ESP000051796",5.35,4.7,0.91,1989-05-10,2014-03-05,29.41995,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-03-05
45445,2011-09-13,"RAPIDA","ESP000051797",4.9,4.73,0.87,1989-05-10,2011-09-13,18.38746,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2011-09-13
45446,2016-01-13,"NOVA","ESP000051798",5.35,4.98,0.95,1989-05-10,2016-01-13,5.88399,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2016-01-13
45447,2010-11-23,"POUSO","ESP000051799",5.75,4.98,1.28,1989-06-30,2010-11-23,18.38746,1989-06-30,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-06-30,2010-11-23
45451,1989-06-30,"SOUFER DOS","ESP000051803",5.25,4.73,0.91,1989-06-30,1989-06-30,22.06496,1989-06-30,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-06-30,1989-06-30
45452,2018-05-16,"LIDIA","ESP000051804",5.48,4.5,1.3,1989-05-10,2018-05-16,11.03248,2010-02-26,"Cambados","ESCBD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-05-16
45454,2014-04-22,"MUÑECA","ESP000051806",4.95,4.2,0.99,1989-05-10,2014-04-22,18.38746,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-22
45456,2010-11-23,"CUESTA ABAJO","ESP000051808",5.3,NA,1.11,1989-05-10,2010-11-23,18.38746,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-11-23
45458,2010-09-23,"CUATRO HERMANOS","ESP000051810",5.05,4.3,1.02,1989-05-10,2010-09-23,11.03248,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-09-23
45460,2014-07-15,"XANEL","ESP000051812",5.45,NA,1.29,1989-05-10,2014-07-15,18.38746,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-07-15
45461,2014-04-14,"HELGOLAND","ESP000051813",4.9,4.1,1,1989-05-10,2014-04-14,29.41995,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-14
45462,1989-05-10,"JUANITA CUARTA","ESP000051814",5.5,NA,0.99,1989-05-10,1989-05-10,2.94199,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45463,2016-09-21,"VANE G","ESP000051815",6.1,4.6,1.64,1989-05-10,2014-09-01,18.38746,2016-09-21,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2016-09-21
45475,2005-07-04,"PETELA","ESP000051827",4.95,NA,0.99,1989-05-10,1989-05-10,18.38746,2005-07-04,"Cabo de Cruz - Boiro","ESCCZ","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2005-07-04
45486,2017-05-26,"JOSE MIGUEL","ESP000051838",5.53,NA,1.21,1989-05-10,2017-05-26,18.38746,1998-09-09,"Carril","ESCIL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1999-01-07,2017-05-26
45490,2014-04-22,"LAXE","ESP000051842",5.65,NA,1.02,1989-05-10,2014-04-22,36.77493,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-22
45491,1989-05-10,"MONICA","ESP000051843",5.05,NA,0.92,1989-05-10,1989-05-10,14.70997,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45495,1989-05-10,"MILBA","ESP000051847",4.7,NA,0.64,1989-05-10,1989-05-10,11.03248,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45496,2010-11-26,"MARTA","ESP000051848",5.7,NA,1.06,1989-05-10,2010-11-26,18.38746,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-11-26
45519,2012-01-31,"BREA","ESP000051871",5.9,NA,1.22,1989-05-10,2012-01-31,18.38746,1989-05-10,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2012-01-31
45521,1996-08-05,"CUBELO","ESP000051873",5.15,NA,0.6,1989-05-10,1996-08-05,2.94199,1989-05-10,"Muros","ESMRS","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1996-08-05
45525,2004-04-15,"ALA TI","ESP000051877",5.15,NA,0.88,1989-05-10,2004-04-15,2.94199,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2004-04-15
45527,2005-09-05,"LUCIA","ESP000051879",4.73,NA,0.77,1987-12-31,2005-09-05,14.70997,1987-12-31,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1987-12-31,2005-09-05
45528,2014-11-17,"LEONTINA","ESP000051880",4.95,NA,0.99,1989-05-10,2014-11-17,22.06496,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-11-17
45531,2015-09-08,"MARIA","ESP000051883",5.35,NA,1.26,1989-05-10,2015-09-08,36.77493,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2015-09-08
45533,2014-04-18,"MARUJA","ESP000051885",5.43,NA,1.27,1989-05-10,2014-04-18,14.70997,1989-05-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-18
45539,1996-09-06,"GAVIOTA","ESP000051891",3.63,NA,0.36,1989-05-10,1989-05-10,0,1996-09-06,"Puerto de Vega","ESPVG","PRINCIPADO DE ASTURIAS","ARTES MENORES EN CANTABRICO NW",1989-06-15,1996-09-06
45541,1989-05-10,"LIDIA","ESP000051893",3.74,NA,0.37,1989-05-10,1989-05-10,4.41299,1989-05-10,"Luarca","ESLUA","PRINCIPADO DE ASTURIAS","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45550,2017-05-26,"PILAR","ESP000051902",5.1,NA,0.95,1989-05-10,2017-05-26,11.03248,2014-09-15,"El Grove","ESEGR","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2017-05-26
45565,2008-02-13,"POLVORA","ESP000051917",6.05,NA,1.37,1989-05-10,2008-02-13,5.88399,1989-05-10,"La Guardia","ESAGD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2008-02-13
45572,2002-03-06,"ELVIRA","ESP000051924",4.32,NA,0.66,1989-05-10,2002-03-06,7.28143,1989-05-10,"La Coruña","ESLCG","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2002-03-06
45576,2010-11-17,"JAIME","ESP000051928",4.72,NA,0.68,1989-05-10,2010-11-17,18.38746,1999-07-23,"Ferrol","ESFRO","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-11-17
45589,2010-02-19,"MARIA DEL CARMEN","ESP000051941",3.5,NA,0.32,1989-05-10,2010-02-19,3.67749,1989-05-10,"La Coruña","ESLCG","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-02-19
45595,2010-10-19,"AGUSTINA","ESP000051947",4.32,NA,0.6,1989-05-10,2010-10-19,10.29698,1998-06-22,"La Coruña","ESLCG","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1998-08-21,2010-10-19
45601,1989-10-25,"MARIA ELDA","ESP000051953",4.45,NA,0.73,1989-05-10,1989-05-10,0,1989-10-25,"El Grove","ESEGR","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-10-25
45615,2010-11-26,"ROSARIO","ESP000051967",5.05,NA,1.01,1989-05-10,2010-11-26,14.70997,2004-05-13,"La Guardia","ESAGD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-11-26
45616,2010-07-27,"NUEVO PACHAN","ESP000051968",5.32,NA,1.09,1989-05-10,2010-07-27,12.50347,1989-05-10,"Bayona","ESBYN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-07-27
45625,2010-11-26,"BONI BONI","ESP000051977",5.96,NA,1.33,1989-05-10,2010-11-26,22.06496,1989-05-10,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-11-26
45627,1991-05-16,"DIMAS","ESP000051979",5.86,4.7,0.76,1989-05-10,1991-05-16,8.09048,1989-05-10,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1991-05-16
45637,2013-09-20,"MARI FE","ESP000051991",4.92,NA,0.79,1989-05-10,2013-09-20,18.38746,1989-05-10,"Bueu","ESBUE","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2013-09-20
45640,1989-05-10,"CHARO","ESP000051994",5.36,NA,1.24,1989-05-10,1989-05-10,22.06496,1989-05-10,"Bueu","ESBUE","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45658,2018-10-17,"EBENECER","ESP000052012",5.75,NA,1.6,1989-05-10,2018-10-17,18.39,1989-05-10,"Marin","ESMPG","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-10-17
45685,1996-11-22,"VEN E MIRA","ESP000052039",8,NA,3.98,1989-05-10,1996-11-22,27.21345,1989-05-10,"Bueu","ESBUE","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1996-11-22
45687,2018-09-14,"CHATA","ESP000052041",5.27,NA,0.98,1989-05-10,2013-12-11,11.03248,2018-09-14,"Arcade","ESAAE","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-09-14
45699,2018-03-15,"MARI","ESP000052053",7.8,NA,3.6,1989-05-10,2017-10-17,26.47795,2018-03-15,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-03-15
45700,1989-05-10,"CRUZ DEL SUR","ESP000052054",5,NA,0.92,1989-05-10,1989-05-10,18.38746,1989-05-10,"Mugia","ESMGA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45706,2010-10-25,"AURORA","ESP000052060",4.64,NA,0.67,1989-05-10,2010-10-25,18.38746,1989-05-10,"La Coruña","ESLCG","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-10-25
45708,2014-10-23,"MARIPOSA","ESP000052062",7.81,4.25,1.67,1989-05-10,2014-10-23,22.06496,2004-11-12,"Lage","ESLAX","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-10-23
45720,2010-10-19,"MARIA ELENA","ESP000052074",5.45,NA,1.42,1989-05-10,2010-10-19,22.06496,1997-02-01,"Camelle","ESCMY","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-10-19
45720,2019-02-20,"MARIA ELENA","ESP000052074",5.45,NA,1.42,1989-05-10,2019-02-20,22.06,1997-02-01,"Camelle","ESCMY","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2019-02-20
45721,2014-01-28,"MARIA ESPERANZA","ESP000052075",5.9,NA,1.25,1989-05-10,2014-01-28,19.85846,1989-05-10,"Camariñas","ESIAS","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-01-28
45726,1989-05-10,"SEVERO","ESP000052080",4.7,NA,0.75,1989-05-10,1989-05-10,0,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45726,2019-09-24,"SEVERO","ESP000052080",4.7,NA,0.75,1989-05-10,2019-09-24,22.06,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2019-09-24
45728,2010-09-14,"SOMOS DOS","ESP000052082",4.95,NA,0.98,1989-05-10,2010-09-14,14.70997,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-09-14
45729,2003-07-07,"REBOREDO","ESP000052083",5.05,NA,1.02,1989-05-10,1997-03-14,18.38746,2003-07-07,"Santa Eugenia de Riveira","ESSNI","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2003-07-07
45730,2014-04-22,"REDERA","ESP000052084",5.48,NA,1.22,1989-05-10,2014-04-22,22.06496,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-22
45735,2010-11-23,"PAZ","ESP000052090",5.65,NA,1.26,1989-05-10,2010-11-23,18.38746,1995-01-09,"Cabo de Cruz - Boiro","ESCCZ","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-11-23
45740,2018-04-26,"SAMARA I","ESP000052095",5.05,NA,1,1989-05-10,1989-05-10,18.38746,2018-04-26,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-04-26
45745,2002-03-08,"CARMEN","ESP000052100",5.1,NA,1.22,1989-05-10,2002-03-08,12.50347,1989-05-10,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2002-03-08
45748,2014-04-22,"NUCA","ESP000052103",4.9,NA,0.83,1989-05-10,2014-04-22,29.41995,1989-05-10,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-22
45750,2014-04-22,"MARIA","ESP000052105",5.5,NA,1.1,1989-05-10,2014-04-22,11.03248,1989-05-10,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-22
45753,2014-05-30,"OJO","ESP000052108",5.6,NA,1.23,1989-05-10,2014-05-30,18.38746,1989-05-10,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-05-30
45754,1989-05-10,"MAPAZ","ESP000052109",5.55,NA,1.14,1989-05-10,1989-05-10,18.38746,1989-05-10,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45756,2010-11-23,"LA FLOR DEL ROMERO","ESP000052111",4.64,NA,0.7,1989-05-10,2010-11-23,5.88399,1989-05-10,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-11-23
45762,2014-10-29,"JELINES","ESP000052117",5.3,NA,1.13,1989-05-10,2014-10-29,22.06496,2006-01-27,"Carril","ESCIL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-10-29
45763,2019-04-03,"MARINERA","ESP000052118",5.67,NA,1.07,1989-05-10,2019-04-03,18.39,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2019-04-03
45765,2014-04-22,"MARIA TERESA","ESP000052120",5.5,NA,1.25,1989-05-10,2014-04-22,44.12992,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-22
45767,2005-11-08,"NAI","ESP000052122",5.42,NA,1.25,1989-05-10,1989-05-10,14.70997,2005-11-08,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2005-11-08
45770,2010-10-19,"LOLITA","ESP000052125",4.85,NA,0.64,1989-05-10,2010-10-19,11.03248,2006-06-15,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-10-19
45775,2012-04-25,"CERQUEIRAS REY","ESP000052130",5.52,NA,0.72,1989-05-10,1989-05-10,7.28143,2012-04-25,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2012-04-25
45776,2007-09-03,"BRINCA","ESP000052131",5.03,NA,0.9,1989-05-10,2004-08-10,11.03248,2007-09-03,"Finisterre","ESFNE","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2007-09-03
45777,2014-05-20,"BRAVA","ESP000052132",5.5,NA,1.26,1989-05-10,2014-05-20,18.38746,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-05-20
45781,2005-07-22,"ALNOR NUMERO DOS","ESP000052136",5.07,NA,0.8,1989-05-10,1989-05-10,10.00278,2005-07-22,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2005-07-22
45783,1989-05-10,"TUCHA","ESP000052138",4.9,NA,0.87,1989-05-10,1989-05-10,3.30974,1989-05-10,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45784,2001-03-15,"NOVA","ESP000052139",5.3,NA,1.05,1989-05-10,2001-03-15,36.77493,1989-05-10,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2001-03-15
45791,2018-05-28,"DORITA","ESP000052146",5.38,NA,1.36,1989-05-10,2018-05-28,18.38746,2012-04-17,"Cangas","ESCAG","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-05-28
45792,1989-05-10,"ROSANA","ESP000052147",5.31,NA,1.07,1989-05-10,1989-05-10,14.70997,1989-05-10,"Moaña","ESMOA","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45793,2018-01-15,"EVA","ESP000052148",5.47,NA,1.41,1989-05-10,2018-01-15,18.38746,1989-05-10,"Moaña","ESMOA","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-01-15
45794,2015-12-03,"FINE","ESP000052149",5.28,NA,1.04,1989-05-10,2015-12-03,18.38746,1989-05-10,"Moaña","ESMOA","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2015-12-03
45796,1989-05-10,"TRES HERMANAS","ESP000052151",5.53,NA,1.4,1989-05-10,1989-05-10,18.38746,1989-05-10,"Moaña","ESMOA","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
45797,2010-12-09,"TRES HERMANOS","ESP000052152",5.29,NA,1.01,1989-05-10,2010-12-09,18.38746,1999-03-18,"Cangas","ESCAG","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-12-09
45802,2002-09-04,"LOLI","ESP000052157",4.14,NA,0.41,1989-05-10,2002-09-04,5.88399,1989-05-10,"Cangas","ESCAG","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2002-09-04
45804,2018-04-11,"OSCAR","ESP000052159",5.95,NA,1.54,1989-05-10,2018-04-11,14.71,2004-11-12,"Moaña","ESMOA","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-04-11
45806,1999-10-14,"BEATRIZ","ESP000052161",5.69,NA,1.3,1989-05-10,1999-10-14,18.38746,1996-09-13,"Redondela","ESRED","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1999-10-14
45814,2005-01-17,"SOLITARIA","ESP000052169",5.27,NA,1.05,1989-05-10,2005-01-17,18.38746,1989-05-10,"Moaña","ESMOA","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2005-01-17
45820,2010-09-22,"MALASIA","ESP000052175",5.03,NA,0.99,1989-05-10,2010-09-22,18.38746,1989-05-10,"Moaña","ESMOA","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-09-22
45822,2014-03-31,"OSCAR","ESP000052177",5.03,NA,0.99,1989-05-10,2014-03-31,18.38746,1989-05-10,"Moaña","ESMOA","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-03-31
45825,2004-08-20,"OLGA","ESP000052180",4.95,NA,0.99,1989-05-10,2002-08-01,12.50347,2004-08-20,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2004-08-20
45829,2007-03-02,"MAS CALMA","ESP000052184",6.03,NA,1.62,1989-05-10,2007-03-02,9.92923,2005-06-28,"Redondela","ESRED","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2007-03-02
