NombreBuque;NombreZona;FechaVenta;NombrePuerto;FechaAnalisis;Especie Oficial;Especie Científico;Especie Inglés;Especie ALFA3;NumMuestra;NombreEstado;Codigo;Observaciones;NumPez;TallaTotal;PesoTotal;PesoEvisc;NombreSexo;NombreEstMadSexual;NombreRpl;PesoGonadas;PesoHigado;TieneOtolito;Edad1;Lector1;Edad2;Lector2;EdadFinal;Observaciones1
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;1;362;344;323;Macho;2;Vacio;3,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;2;374;359;343;Hembra;1;Vacio;2,5;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;3;376;363;324;Macho;2;Lleno;6,4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;4;385;397;372;Macho;2;Vacio;7,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;5;384;389;366;Macho;2;Vacio;6,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;6;383;419;394;Macho;2;Vacio;5,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;7;385;400;370;Macho;2;Vacio;6;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;8;380;365;341;Macho;2;Vacio;6,4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;9;393;378;377;Macho;2;Vacio;5,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;10;389;395;374;Macho;2;Vacio;5,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;11;399;420;393;Macho;1;Lleno;4,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;12;396;374;349;Macho;2;Lleno;7,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;13;408;526;469;Macho;1;Lleno;4,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;14;404;415;395;Macho;1;Vacio;4,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;15;405;438;407;Macho;2;Lleno;4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;16;400;439;402;Macho;2;Lleno;5,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;17;405;519;456;Hembra;2;Vacio;33,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;18;402;430;400;Macho;2;Vacio;5,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;19;408;443;412;Macho;1;Lleno;2,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;20;405;440;413;Macho;2;Vacio;8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;21;409;455;420;Macho;2;Vacio;8,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;22;415;459;417;Macho;1;Lleno;5;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;23;415;456;422;Macho;2;Vacio;9,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;24;415;475;443;Macho;3;Vacio;7,9;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;25;415;519;465;Hembra;2;Lleno;14,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;26;418;494;423;Hembra;2;Lleno;20,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;27;419;479;445;Macho;2;Vacio;8,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;28;414;452;422;Macho;2;Vacio;6,4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;29;413;443;420;Macho;2;Vacio;6,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;30;414;465;420;Hembra;2;Vacio;18,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;31;419;469;444;Macho;2;Vacio;5,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;32;391;408;379;Macho;2;Vacio;8,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;33;412;456;412;Macho;1;Lleno;4,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;34;411;442;415;Macho;2;Vacio;5,4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;35;412;422;395;Macho;2;Vacio;8,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;36;419;484;425;Macho;2;Lleno;9,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;37;424;443;420;Macho;2;Vacio;9,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;38;428;539;454;Macho;2;Vacio;6;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;39;420;512;483;Macho;1;Vacio;6,4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;40;426;521;479;Macho;2;Lleno;7,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;41;425;520;487;Macho;2;Vacio;9,4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;42;429;526;490;Macho;1;Vacio;2,9;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;43;426;550;504;Macho;2;Lleno;9,6;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;44;405;396;376;Macho;2;Vacio;5,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;45;421;479;453;Macho;1;Vacio;3,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;46;425;567;529;Hembra;1;Vacio;3,9;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;47;428;535;502;Macho;1;Vacio;6,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;48;422;513;488;Hembra;1;Vacio;2,9;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;49;425;477;455;Macho;1;Vacio;4,9;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;50;424;526;490;Macho;2;Vacio;7,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;51;426;577;446;Macho;2;Vacio;6,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;52;425;495;467;Macho;2;Vacio;6,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;53;439;510;484;Macho;2;Vacio;5,6;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;54;405;444;395;Macho;2;Lleno;6,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;55;439;576;544;Macho;2;Vacio;6,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;56;432;507;480;Macho;1;Vacio;5,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;57;439;680;530;Macho;1;Lleno;4,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;58;435;566;521;Macho;2;Lleno;7,4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;59;436;552;513;Macho;2;Lleno;8,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;60;436;523;489;Macho;3;Vacio;5,9;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;61;439;578;524;Macho;3;Lleno;8,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;62;435;524;485;Macho;3;Lleno;11,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;63;435;515;482;Macho;2;Vacio;6,4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;64;446;579;526;Macho;2;Lleno;5,4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;65;449;586;524;Hembra;2;Vacio;33,4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;66;448;614;564;Hembra;2;Vacio;14,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;67;449;632;569;Macho;3;Lleno;8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;68;443;586;552;Hembra;1;Vacio;2,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;69;441;584;526;Macho;2;Lleno;11,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;70;440;540;513;Macho;2;Vacio;9,5;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;71;456;596;545;Macho;3;Lleno;9,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;72;452;652;590;Macho;3;Vacio;15;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;73;455;580;538;Macho;3;Lleno;9,9;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;74;456;593;540;Macho;2;Lleno;12,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;75;450;674;571;Hembra;3;Lleno;56,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;76;453;591;540;Macho;3;Vacio;16,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;77;478;679;646;Macho;1;Vacio;4,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;78;476;596;547;Macho;2;Lleno;9,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;79;476;658;631;Macho;1;Vacio;3,6;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;80;478;706;654;Macho;2;Vacio;15,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;81;473;770;726;Hembra;2;Vacio;4,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;82;494;761;717;Hembra;2;Vacio;2,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;83;507;929;805;Hembra;2;Vacio;73,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-1;Fresco;;Kall. Crecida Cd;84;510;870;808;Hembra;2;Vacio;5,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;1;368;345;327;Macho;2;Vacio;4,9;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;2;369;332;312;Macho;2;Vacio;6,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;3;373;358;336;Macho;1;Vacio;1,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;4;377;381;357;Macho;2;Vacio;6,6;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;5;378;349;330;Macho;2;Vacio;5,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;6;376;359;338;Macho;1;Vacio;5,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;7;384;361;324;Macho;2;Lleno;6,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;8;388;395;373;Macho;1;Vacio;5;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;9;381;391;365;Macho;2;Vacio;6,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;10;383;362;344;Macho;1;Vacio;4;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;11;383;383;346;Macho;1;Lleno;5,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;12;394;398;381;Macho;1;Vacio;3,5;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;13;391;393;374;Macho;2;Vacio;5,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;14;399;442;428;Macho;1;Vacio;4,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;15;395;401;379;Macho;1;Vacio;3,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;16;396;399;381;Macho;1;Vacio;2,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;17;391;372;352;Macho;1;Vacio;3,1;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;18;407;429;403;Macho;1;Lleno;5,6;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;19;404;423;397;Macho;2;Vacio;5,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;20;401;403;379;Hembra;1;Vacio;3,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;21;403;455;415;Macho;2;Vacio;12,7;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;22;419;464;441;Macho;2;Vacio;5,9;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;23;435;580;554;Hembra;1;Vacio;3,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;24;433;496;466;Macho;2;Vacio;6,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;25;431;541;511;Macho;1;Lleno;6,3;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;26;439;668;598;Macho;3;Vacio;13,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;27;445;566;540;Macho;1;Vacio;3,8;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;28;447;579;538;Macho;2;Vacio;7,2;;VERDADERO;;;;;;
Kaxu;27.8.b;04/02/2019;Ondarroa;04/02/2019;Merluza europea;Merluccius merluccius;Hake;HKE;HKE-040219-2;Fresco;;Klla. Grande Cd;29;445;602;548;Macho;3;Lleno;13,9;;VERDADERO;;;;;;
