NombreBuque;NombreZona;FechaVenta;NombrePuerto;FechaAnalisis;Especie Oficial;Especie Científico;Especie Inglés;Especie ALFA3;NumMuestra;NombreEstado;Codigo;Criterio edad;Escala madurez;Observaciones;NumPez;TallaTotal;PesoTotal;PesoEvisc;NombreSexo;NombreEstMadSexual;NombreRpl;PesoGonadas;PesoHigado;TieneOtolito;Edad1;Lector1;Edad2;Lector2;EdadFinal;Observaciones1
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;1;108;7,18;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;2;115;8,82;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;3;130;13,8;;Hembra;1;;0,12;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;4;125;11,59;;Hembra;1;;0,1;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;5;146;18,81;;Hembra;1;;;;VERDADERO;2;Iñaki;;;2;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;6;121;10,82;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;7;143;18,01;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;8;131;13,12;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;9;109;6,99;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;10;130;13,51;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;11;130;13,07;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;12;127;12,1;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;13;113;7,96;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;14;143;17,68;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;15;141;15,51;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;16;139;17,42;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;17;144;18,1;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;18;154;25,38;;Hembra;2;;0,31;;VERDADERO;2;Iñaki;;;2;BA
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;19;139;17,73;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;20;143;18,46;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;21;144;19,26;;Hembra;2;;0,24;;VERDADERO;1;Iñaki;;;1;BA
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;22;134;14,79;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;23;124;11,04;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;24;131;13,32;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;25;110;7,56;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;26;109;7,25;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;27;116;9,45;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;28;134;14,08;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;29;108;6,94;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;30;124;10,94;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;31;114;8,06;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;32;105;6,75;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;33;105;6,29;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;34;104;6,64;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;35;110;7,85;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;36;109;7,2;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;37;134;14,79;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;38;117;9,1;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;39;117;9,66;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;40;105;6,53;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;41;122;9,77;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;42;124;10,88;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;43;120;9,55;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;44;147;19,51;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;45;143;18,37;;Macho;2;;;;VERDADERO;1;Iñaki;;;1;BA
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;46;125;10,96;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;47;129;12,56;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;48;131;13,08;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;49;122;10,84;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;50;126;11,49;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;51;125;12,01;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;52;124;11;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;53;135;15,47;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;54;134;14,79;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;55;130;13,26;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;56;128;12,32;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;57;145;17;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;58;151;19,59;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;59;110;7,65;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;A
Itsas Eder (ex Nuevo Bellamar);27.8.b;10/03/2020;Hondarribia;11/03/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-100320-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;;60;141;15,06;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;A
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;1;149;20,12;;Hembra;3;;1,46;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;2;166;29,7;;Hembra;3;;1,6;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;3;151;23,5;;Hembra;3;;1,48;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;4;166;27,79;;Hembra;3;;1,7;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;5;156;27,02;;Hembra;3;;1,67;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;6;153;21,57;;Macho;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;7;155;25,02;;Hembra;3;;1,28;;VERDADERO;3;Iñaki;;;3;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;8;177;37,92;;Hembra;3;;2,82;;VERDADERO;3;Iñaki;;;3;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;9;170;30,19;;Hembra;3;;1,7;;VERDADERO;3;Iñaki;;;3;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;10;155;28,15;;Hembra;3;;2,06;;VERDADERO;3;Iñaki;;;3;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;11;162;31,84;;Hembra;3;;2,39;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;12;150;22,7;;Hembra;3;;;;VERDADERO;1;Iñaki;;;1;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;13;173;35,15;;Hembra;3;;;;VERDADERO;3;Iñaki;;;3;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;14;175;35,71;;Hembra;3;;;;VERDADERO;3;Iñaki;;;3;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;15;147;21,16;;Hembra;3;;;;VERDADERO;1;Iñaki;;;1;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;16;150;21,37;;Macho;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;17;150;24,83;;Hembra;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;18;146;19,24;;Macho;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;19;150;23,97;;Hembra;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;20;151;21,49;;Macho;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;21;147;22,29;;Macho;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;22;142;17,1;;Macho;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;23;170;30,49;;Hembra;3;;;;VERDADERO;3;Iñaki;;;3;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;24;160;28,73;;Macho;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;25;155;25,03;;Hembra;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;26;146;20,52;;Macho;3;;;;VERDADERO;2;Iñaki;;;2;Cb
Tuku Tuku;27.8.b;23/04/2020;Hondarribia;28/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-230420-1;Congelado;;WKARA2, 2016;WKSPMAT, 2008;8B;27;152;23,57;;Hembra;3;;;;VERDADERO;2;Iñaki;;;2;Cb
