NombreBuque;NombreZona;FechaVenta;NombrePuerto;FechaAnalisis;Especie Oficial;Especie Científico;Especie Inglés;Especie ALFA3;NumMuestra;NombreEstado;Codigo;Criterio edad;Escala madurez;Observaciones;NumPez;TallaTotal;PesoTotal;PesoEvisc;NombreSexo;NombreEstMadSexual;NombreRpl;PesoGonadas;PesoHigado;TieneOtolito;Edad1;Lector1;Edad2;Lector2;EdadFinal;Observaciones1
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;18;113;8,5;;Indeterminado;1;;;;VERDADERO;0;IÑAKI;;;0;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;19;106;7,3;;Indeterminado;1;;;;VERDADERO;0;IÑAKI;;;0;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;20;108;7,8;;Indeterminado;1;;;;VERDADERO;0;IÑAKI;;;0;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;21;118;9,9;;Indeterminado;1;;;;VERDADERO;0;IÑAKI;;;0;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;22;114;9,6;;Indeterminado;1;;;;VERDADERO;0;IÑAKI;;;0;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;23;115;10,1;;Indeterminado;1;;;;VERDADERO;0;IÑAKI;;;0;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;24;131;13,7;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;25;124;11,4;;Macho;1;;;;VERDADERO;0;IÑAKI;;;0;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;26;134;14,7;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;27;140;17;;Hembra;1;;0,17;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;28;154;22,7;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;29;145;19,8;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;30;151;20,7;;Macho;1;;;;VERDADERO;2;IÑAKI;;;2;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;31;146;18,3;;Hembra;1;;0,13;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;32;146;19,9;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;33;146;19,3;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;34;138;15,9;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;35;157;23,5;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;36;137;15,3;;Hembra;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;37;137;16,8;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;38;155;21,7;;Hembra;1;;0,14;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;39;147;19,5;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;40;148;20,9;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;41;146;18,6;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;42;137;16;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;43;128;13,5;;Indeterminado;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;44;137;15,9;;Macho;1;;;;VERDADERO;0;IÑAKI;;;0;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;45;122;9,2;;Indeterminado;1;;;;VERDADERO;0;IÑAKI;;;0;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;46;151;21,9;;Hembra;1;;0,11;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;47;134;15,8;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;48;138;15,3;;Macho;1;;;;VERDADERO;2;IÑAKI;;;2;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;49;146;19,5;;Macho;1;;;;VERDADERO;1;IÑAKI;;;1;
Attona Domingo;27.8.b;05/11/2020;Hondarribia;05/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-2;Fresco;;WKARA2, 2016;WKSPMAT, 2008;GORETTI-MARIVI;50;168;28,8;;Hembra;1;;0,14;;VERDADERO;1;IÑAKI;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;1;152;24,17;;Hembra;1;;0,08;;VERDADERO;2;Iñaki;;;2;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;2;155;21,34;;Hembra;1;;0,13;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;3;95;4,56;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;4;103;6,27;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;5;114;10,33;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;6;104;6,62;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;7;123;11,97;;Macho;1;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;8;144;19,22;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;9;94;5;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;10;105;6,98;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;11;145;19,02;;Hembra;1;;0,11;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;12;100;5,33;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;13;144;18,37;;Hembra;1;;0,09;;VERDADERO;2;Iñaki;;;2;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;14;126;12,88;;Macho;1;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;15;99;5,95;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;16;112;8,49;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;17;135;15,58;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;18;136;16,66;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;19;132;15,02;;Hembra;1;;0,12;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;20;152;20,94;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;21;137;16,69;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;22;133;14,7;;Indeterminado;;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;23;155;23,61;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;24;104;6,75;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;25;150;21,54;;Hembra;1;;0,12;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;26;155;21,7;;Hembra;1;;0,12;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;27;135;14,3;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;28;145;18,46;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;29;140;17,78;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;30;144;18,82;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;31;141;17,53;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;32;142;16,51;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;33;152;21,95;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;34;121;11,34;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;35;141;18,04;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;36;134;17,32;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;37;147;19,11;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;38;138;15,89;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;39;152;21,42;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;40;148;19,47;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;41;116;9,9;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;42;114;8,98;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;43;119;10,4;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;44;145;20,91;;Hembra;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;45;150;21,24;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;46;129;13,23;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;47;134;14,55;;Macho;1;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;48;138;18,11;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;49;110;7,79;;Indeterminado;;;;;VERDADERO;0;Iñaki;;;0;
Nuevo Horizonte Abierto;27.8.b;05/11/2020;Hondarribia;06/11/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-051120-3;Fresco;;WKARA2, 2016;WKSPMAT, 2008;MARIVI-GORETTI;50;150;20,53;;Macho;1;;;;VERDADERO;1;Iñaki;;;1;
Ansia;27.8.c.e;22/04/2020;Pasaia;23/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-220420-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;8B;1;135;16,09;;Hembra;5;;1,11;;VERDADERO;2;Iñaki;;;2;Cb
Ansia;27.8.c.e;22/04/2020;Pasaia;23/04/2020;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;ANE-220420-1;Fresco;;WKARA2, 2016;WKSPMAT, 2008;8B;2;164;27,6;;Hembra;5;;2,1;;VERDADERO;2;Iñaki;;;2;Cb
